,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,mentality_vision,passing,dribbling,defending,attacking_crossing,attacking_volleys,attacking_short_passing,skill_long_passing,skill_dribbling,skill_ball_control,skill_curve,skill_fk_accuracy,movement_reactions,power_stamina,mentality_positioning,mentality_composure,mentality_penalties,height_cm
10395,J. Shipley,"CM, CAM, LW",65,71,1100000.0,5000.0,23,2022.0,67,67,65,56,66,59,68,65,65,66,67,62,62,61,65,65,57,183
8356,P. Lima,"CDM, CM, RM",67,67,850000.0,700.0,30,2024.0,66,64,57,60,48,33,76,71,51,65,36,35,65,74,52,53,38,181
13143,S. Christiansen,CM,63,74,1000000.0,4000.0,20,2025.0,62,64,65,56,64,56,67,66,65,68,57,57,60,62,58,66,60,185
11324,J. Kauko,CM,64,64,550000.0,1000.0,30,2023.0,64,58,63,62,51,45,64,59,61,64,40,40,70,76,71,69,51,188
11372,F. Arce,"CDM, CM, RM",64,73,1200000.0,3000.0,24,2023.0,62,59,60,62,49,41,64,60,59,62,59,57,59,70,61,54,58,184
13993,F. Ángel,"CM, CDM",62,75,950000.0,500.0,20,2023.0,70,57,61,64,39,39,61,60,65,60,47,44,60,60,52,48,47,172
6842,D. Ball,"CDM, CM",68,72,1500000.0,7000.0,25,2022.0,59,58,60,65,47,27,69,66,53,66,30,30,64,75,53,67,31,185
11388,J. Thomasen,CM,64,69,850000.0,3000.0,25,2022.0,60,62,63,62,55,53,68,64,62,63,59,49,61,76,58,62,51,177
9332,T. Shimakawa,"CDM, CM",66,66,600000.0,1000.0,31,2022.0,63,57,57,64,39,53,67,61,54,58,46,39,63,78,59,53,46,180
13072,H. Calderón,CM,63,64,550000.0,500.0,27,2022.0,66,59,61,50,39,34,68,65,62,63,45,36,54,65,63,47,46,173
12876,C. Pombo,CM,63,64,550000.0,3000.0,27,2021.0,68,61,63,51,57,43,64,60,63,65,45,48,60,66,65,49,41,170
13759,E. Massouema,"CM, CDM",62,69,800000.0,3000.0,24,2022.0,58,59,62,61,49,44,66,63,60,64,52,47,61,71,61,59,51,185
9109,M. Frey,"CM, CDM",66,70,1200000.0,3000.0,25,2023.0,62,62,66,66,50,43,71,66,64,69,48,47,69,73,49,62,52,181
8098,S. Ezatolahi,"CDM, CM",67,73,1500000.0,3000.0,24,2023.0,60,60,62,65,49,41,66,67,61,66,49,55,64,69,57,63,45,190
7911,T. Serbest,"CB, CDM, CM",67,69,1100000.0,5000.0,27,2023.0,69,65,65,66,58,36,72,68,64,64,56,36,72,72,59,71,44,184
8887,H. Stengel,CM,66,69,1100000.0,2000.0,25,2023.0,65,66,67,58,64,47,68,64,65,68,70,70,66,82,62,68,65,180
10275,S. Aasmundsen,"CM, CDM",65,65,575000.0,1000.0,31,2021.0,68,66,66,55,66,42,67,64,63,67,55,61,68,80,57,61,48,175
12566,R. Amin,"CM, CDM",63,65,600000.0,1000.0,25,2021.0,61,64,66,55,61,47,67,69,64,67,65,52,58,62,45,62,58,179
12170,Maciel,"CDM, CM",64,74,1200000.0,1000.0,21,2021.0,53,58,59,58,41,30,70,70,54,61,39,36,60,68,34,58,37,168
12171,S. Lynen,"CM, CDM, CAM",64,70,925000.0,3000.0,22,2023.0,64,61,60,56,54,36,66,64,60,64,42,47,63,68,60,56,50,185
13788,C. Whelan,CM,62,69,800000.0,2000.0,22,2022.0,60,60,64,61,54,50,66,62,63,65,52,47,62,69,55,58,50,176
7806,G. Þórarinsson,"LB, LWB, CM",67,67,900000.0,3000.0,29,2021.0,69,69,70,61,76,55,66,67,69,71,73,71,67,76,53,66,62,183
5336,Roberto López,"CAM, CM",70,80,3600000.0,3000.0,21,2025.0,71,71,71,16,63,48,75,70,72,73,64,75,63,58,66,70,68,179
9421,M. O'Riley,"CM, RW",66,74,1900000.0,3000.0,20,2022.0,66,64,65,58,60,30,67,66,66,67,57,51,64,75,63,60,45,187
7613,G. Åsen,"LM, CM",67,67,975000.0,3000.0,30,2021.0,69,67,66,52,69,64,67,62,65,67,63,66,65,74,64,66,64,182
13200,A. Carlén,"CDM, CM",63,70,925000.0,600.0,21,2022.0,44,51,62,64,44,38,60,58,63,66,37,38,58,71,49,45,38,193
4483,T. Băluță,"CDM, CM",71,82,4000000.0,25000.0,22,2022.0,62,57,50,69,22,21,73,68,35,68,21,64,67,68,28,60,30,188
6699,P. Faragò,"RB, CM",68,68,1100000.0,12000.0,28,2022.0,69,69,67,65,73,37,72,70,70,70,59,40,66,66,69,68,46,187
176,P. Højbjerg,"CDM, CM",83,86,43500000.0,105000.0,25,2025.0,73,76,76,81,66,60,83,80,76,80,70,74,82,88,65,82,51,185
15863,L. Fiorini,"CAM, CM",60,76,625000.0,1000.0,19,2026.0,64,60,61,41,51,50,64,63,62,64,59,46,58,47,57,60,55,178
18653,E. Kischka,CM,53,68,220000.0,700.0,19,2022.0,58,52,57,39,40,36,59,53,55,58,40,39,57,46,43,49,44,181
3575,Alminho Boas,"CDM, CM, CB",72,72,2300000.0,21000.0,25,2024.0,58,62,66,69,43,37,75,69,60,70,48,47,68,77,55,65,49,180
542,N. Gudelj,"CDM, CM, CB",79,79,15000000.0,30000.0,29,2023.0,74,79,70,75,74,69,84,77,66,79,80,79,75,84,65,80,74,187
1211,M. van Ginkel,"CM, CDM",76,76,7500000.0,19000.0,28,2023.0,75,76,74,70,71,73,81,78,74,78,65,68,74,72,76,82,83,186
16592,M. Sanders,"CM, RB",58,65,400000.0,2000.0,22,2023.0,51,58,60,54,55,29,64,63,62,63,41,57,52,59,47,45,37,176
15314,D. Haspolat,"CM, CDM",60,70,550000.0,2000.0,21,2023.0,61,61,66,52,56,50,66,60,64,64,64,50,60,54,55,61,47,177
19051,J. Casas Jr.,CM,50,73,150000.0,500.0,18,2023.0,50,51,54,37,38,38,58,59,49,53,47,44,48,43,46,50,45,173
16708,R. Nuñez,CM,58,66,450000.0,500.0,23,2022.0,60,53,58,49,41,37,62,51,59,56,34,37,59,62,58,41,37,168
16391,F. Clavijo,CM,59,71,525000.0,500.0,19,2025.0,65,56,56,53,45,39,59,57,57,55,40,51,62,58,62,47,55,175
1138,A. Hutchinson,"CDM, CM",76,76,1500000.0,26000.0,38,2022.0,66,73,71,75,69,63,82,74,73,72,67,64,75,81,71,84,75,187
18531,S. Sanogo,CM,53,67,220000.0,1000.0,19,2025.0,52,52,57,47,42,37,59,55,58,58,42,44,43,48,53,41,43,178
18017,K. Holmén,CM,55,70,300000.0,500.0,19,2021.0,55,57,54,43,47,40,64,62,47,57,51,48,51,54,49,58,46,177
2508,D. Latza,"CM, CDM",73,73,2500000.0,11000.0,31,2023.0,73,72,74,64,71,54,75,73,73,76,54,60,75,90,70,75,72,179
18581,A. Robinson,"CM, CAM",53,58,140000.0,500.0,24,2021.0,52,52,54,45,47,34,57,55,53,56,43,44,52,55,54,46,37,182
1196,X. Chavalerin,"CDM, CM",76,76,6500000.0,18000.0,30,2024.0,73,74,71,70,68,59,78,73,70,75,70,71,73,92,60,66,63,178
2487,B. Bannan,CM,73,73,2500000.0,7000.0,31,2023.0,77,75,76,57,73,72,75,79,71,76,76,71,72,83,62,71,71,169
18607,B. Al Sayali,"CDM, CM",53,69,230000.0,3000.0,20,2022.0,51,52,53,51,49,27,55,53,52,53,37,52,53,49,40,46,49,171
2018,S. Kagawa,"CAM, CM",74,74,3300000.0,1000.0,32,2022.0,73,73,78,52,65,69,78,73,78,80,74,68,72,56,75,79,69,175
2020,T. Cleverley,"CM, CAM",74,74,3500000.0,43000.0,31,2022.0,77,74,73,61,74,68,76,75,72,75,59,62,75,68,69,67,72,175
2023,D. Le Tallec,"CDM, CM",74,74,3000000.0,1000.0,31,2023.0,70,68,69,75,65,58,73,70,69,72,64,37,69,73,65,66,66,187
18886,K. Barker,"CDM, CM",51,67,150000.0,1000.0,20,2023.0,49,49,49,49,40,37,55,52,48,51,39,36,50,51,44,35,36,176
17542,A. Al Safri,"CM, CDM",56,56,140000.0,4000.0,28,2024.0,57,57,58,54,54,24,61,59,58,59,49,41,52,59,43,45,44,176
3421,D. Antolić,"CM, CDM, CAM",72,72,2200000.0,16000.0,30,2023.0,70,74,69,68,75,65,76,75,68,71,65,68,71,72,69,70,78,180
3379,J. Osorio,"CM, CDM, LM",72,72,2300000.0,7000.0,29,2022.0,70,70,74,64,60,59,78,68,73,73,65,65,74,86,71,74,58,175
3405,E. Kalinski,"CDM, CM",72,72,800000.0,10000.0,34,2022.0,72,70,69,69,60,49,73,71,70,72,71,67,65,73,70,68,41,184
16955,Kelvin Patrick,"CDM, CM",58,67,425000.0,900.0,20,2022.0,43,47,51,55,38,29,59,46,49,54,39,34,53,75,38,47,40,185
16963,S. Tamayo,CM,58,75,525000.0,500.0,18,2022.0,60,54,59,53,38,50,58,55,55,65,55,53,57,65,55,57,65,165
2075,J. Kurtić,"CM, CAM",74,74,3300000.0,1000.0,32,2023.0,72,73,71,73,67,69,77,75,71,75,74,75,74,70,74,75,68,186
16723,F. Krebs,CM,58,66,450000.0,750.0,22,2022.0,59,56,58,49,39,40,65,64,58,59,45,38,59,59,45,59,37,188
17760,M. Nonnenmacher,"CDM, CM",56,69,325000.0,500.0,18,2022.0,49,50,58,52,37,28,58,53,57,60,48,35,55,55,36,60,44,180
260,Palhinha,"CDM, CM",82,87,41000000.0,18000.0,25,2025.0,71,70,72,85,59,54,76,78,74,76,61,45,77,87,67,82,56,190
3277,A. Morales,"CDM, CM",72,72,1600000.0,6000.0,31,2023.0,67,67,67,66,61,49,71,68,64,70,64,53,70,83,60,67,45,183
16829,A. Saldaña,CM,58,73,475000.0,800.0,19,2021.0,59,57,60,50,37,38,65,60,57,60,59,55,56,61,48,62,42,173
16989,J. Hiniestroza,"CDM, CM",58,71,450000.0,500.0,18,2023.0,55,54,56,56,50,40,58,55,55,58,45,48,55,63,55,42,55,176
18838,D. Jacovic,"CDM, CM, RB",52,62,160000.0,1000.0,20,2023.0,38,49,48,47,40,30,62,55,45,47,38,36,50,50,37,40,46,186
108,Luis Alberto,"CAM, CM, CF",84,84,42500000.0,95000.0,28,2025.0,92,86,84,57,69,76,92,90,85,91,86,79,74,75,76,78,56,183
1773,H. Belkebla,"CDM, CM",75,77,6000000.0,17000.0,27,2023.0,70,71,71,70,62,47,77,76,73,73,56,64,71,89,61,69,55,177
1003,H. Winks,"CDM, CM",77,80,12500000.0,66000.0,25,2024.0,76,76,80,71,65,50,83,79,78,80,73,68,77,76,62,83,51,176
16189,S. Sutton,"LB, CAM, CM",59,71,500000.0,500.0,19,2023.0,62,61,62,54,63,38,61,60,60,61,63,58,57,63,55,57,56,175
2873,Michel Cruceiro,"CDM, CM",73,73,2600000.0,27000.0,29,2024.0,56,68,64,71,69,53,74,69,62,71,66,71,66,86,56,73,74,185
17267,J. Quiñonez,"CB, CM",57,71,375000.0,500.0,19,2021.0,51,44,49,56,27,27,55,45,55,45,26,19,44,55,24,45,34,189
2644,D. Bessa,"CAM, CM, CF",73,73,3100000.0,22000.0,28,2022.0,76,74,76,55,69,64,75,76,76,76,70,69,72,53,71,73,59,178
928,S. Rode,"CDM, CM",77,77,9000000.0,26000.0,30,2024.0,72,71,73,76,67,55,76,74,72,75,56,52,76,76,69,78,51,179
18133,M. Hughes,"CM, CDM",54,54,110000.0,500.0,28,2021.0,53,53,52,52,49,53,56,55,47,51,45,46,54,63,56,52,56,178
777,B. Santamaria,"CDM, CM",78,80,15500000.0,43000.0,26,2025.0,74,71,74,76,59,57,79,78,73,78,48,59,73,91,60,67,46,183
1004,Dani Ceballos,"CM, CDM",77,80,14500000.0,100000.0,24,2023.0,76,77,82,66,74,62,80,77,83,83,77,67,75,75,72,80,55,179
19164,G. O'Reilly,CM,49,63,110000.0,500.0,18,2021.0,49,49,54,41,43,39,53,50,53,53,43,38,44,49,48,51,46,183
16027,M. Kanabah,"CDM, CM",59,60,220000.0,5000.0,28,2023.0,60,57,61,54,52,41,61,60,60,63,40,42,56,63,56,55,46,170
18243,J. Molina,"CDM, CM",54,68,250000.0,800.0,21,2023.0,51,49,47,56,38,27,57,50,45,43,39,32,50,55,45,38,34,171
19207,Hou Yu,CM,48,58,100000.0,2000.0,20,2023.0,50,47,43,47,38,32,52,48,38,43,37,34,49,60,45,45,38,180
19236,N. Logue,CM,47,55,100000.0,500.0,21,2021.0,46,45,49,41,39,37,49,49,47,49,37,37,46,56,45,36,39,178
18152,C. Gilmour,"CM, CDM",54,65,240000.0,1000.0,22,2023.0,54,51,57,51,38,41,57,54,50,54,47,39,54,66,51,53,36,170
5870,A. Kara,"CDM, CM",69,70,1300000.0,22000.0,28,2024.0,63,66,66,65,61,60,68,66,67,68,66,75,65,77,66,68,63,186
13286,Miki Muñoz,CM,63,66,625000.0,2000.0,26,2022.0,64,65,65,60,59,45,72,67,65,68,50,47,63,42,48,56,54,180
18830,O. Green,CM,52,67,180000.0,750.0,18,2022.0,46,53,56,49,51,36,59,54,56,59,46,48,53,52,37,45,42,178
17672,L. Heeney,"CDM, CM",56,61,200000.0,500.0,22,2021.0,47,51,53,51,47,41,56,54,48,51,43,45,62,72,51,54,43,175
9613,Saúl Crespo,"CDM, CM",66,73,1600000.0,2000.0,24,2022.0,63,61,61,63,50,48,66,65,61,64,54,52,64,65,55,57,56,186
10384,A. Barada,"CM, CDM",65,65,675000.0,1000.0,30,2022.0,64,64,65,61,63,45,65,64,63,66,59,62,65,78,64,61,48,173
3200,A. Ioniță,"CM, CAM, CDM",72,72,2200000.0,13000.0,30,2023.0,69,70,71,73,68,61,73,72,70,74,69,65,73,74,74,73,65,184
16297,S. Cissé,"CM, CDM",59,59,220000.0,1000.0,29,2025.0,53,55,60,58,45,37,65,61,59,62,32,39,54,73,51,49,42,172
17770,P. Sieben,"CDM, CM",56,64,300000.0,3000.0,22,2022.0,50,52,55,54,39,39,60,55,54,56,51,49,55,61,38,40,50,183
16724,X. Flores,CM,58,71,475000.0,500.0,19,2023.0,55,53,58,51,38,39,61,60,56,58,41,38,58,65,56,48,41,173
8229,Ž. Majer,CM,67,67,1000000.0,2000.0,28,2023.0,68,69,70,55,65,45,71,73,71,70,61,61,64,72,57,71,57,180
2239,Rubén Alcaraz,"CM, CDM",74,74,4000000.0,11000.0,30,2023.0,69,74,70,74,73,67,73,81,68,75,76,78,77,86,62,75,66,183
17724,A. Aydın,"CAM, CM, LM",56,67,325000.0,2000.0,20,2023.0,55,59,58,41,51,46,66,63,59,62,54,46,48,36,48,53,50,185
15663,Á. Zapata,CM,60,76,650000.0,5000.0,20,2025.0,57,61,62,50,49,52,69,68,63,60,54,47,51,67,55,65,56,166
18798,I. Khan,CM,52,55,100000.0,500.0,26,2022.0,44,50,54,48,43,38,58,55,49,56,43,38,55,55,39,40,41,170
18248,W. Lancaster,"CDM, CM",54,70,250000.0,2000.0,18,2022.0,49,47,51,50,34,29,54,52,50,52,36,38,53,65,32,44,40,183
18796,U. Mathisen,CM,52,62,180000.0,800.0,22,2023.0,50,52,51,45,38,40,62,57,47,55,41,41,47,60,50,47,48,177
970,L. Dendoncker,"CM, CB",77,80,13500000.0,71000.0,26,2023.0,75,77,71,78,75,71,81,78,73,76,73,71,73,83,76,77,55,189
18910,Lee Jin Yong,"CDM, CM",51,63,130000.0,850.0,20,2022.0,36,41,45,52,30,29,51,45,43,45,28,30,46,60,35,42,36,180
1509,B. Dočkal,"CAM, CM",75,75,4500000.0,1000.0,32,2022.0,81,80,75,53,82,72,79,81,76,76,82,74,74,60,74,78,71,182
17596,D. Markitesov,"RM, LM, CM",56,73,375000.0,6000.0,20,2023.0,61,57,54,49,54,39,60,57,58,45,52,40,56,56,60,63,55,180
2097,N. Chalobah,"CDM, CM",74,76,4700000.0,41000.0,26,2023.0,72,68,72,72,58,53,76,75,73,76,51,38,70,63,60,68,49,185
1524,A. Poli,"CDM, CM",75,75,3900000.0,16000.0,31,2024.0,75,74,76,73,68,69,78,74,76,77,72,68,76,67,74,74,68,182
15510,M. Al Najai,"CDM, CM, RB",60,62,275000.0,3000.0,27,2022.0,55,53,59,56,47,36,58,56,56,61,33,37,60,69,51,53,39,182
5189,Kike Pérez,"CAM, CM, CDM",70,76,2500000.0,6000.0,24,2025.0,71,67,75,60,49,49,75,71,76,74,68,58,70,59,62,66,40,184
1539,R. Jack,"CM, CDM",75,75,5500000.0,48000.0,29,2023.0,73,71,75,73,62,51,78,75,72,78,63,52,72,83,66,83,54,182
17585,P. Metcalfe,"CDM, CM",56,63,275000.0,1000.0,22,2021.0,53,54,47,52,42,36,61,64,44,45,42,39,56,61,52,45,39,183
16956,D. Ayala,CM,58,68,450000.0,5000.0,21,2025.0,53,51,58,51,39,46,58,59,57,61,42,33,51,69,53,49,65,180
8375,Juan Hernández,"LM, CM, ST",67,68,1200000.0,4000.0,26,2023.0,59,66,66,24,64,41,68,74,69,67,51,69,64,50,69,55,50,186
14417,M. Daushvili,"CDM, RM, CM",61,61,220000.0,500.0,32,2023.0,51,56,54,56,42,29,70,55,39,64,49,45,70,65,50,60,52,176
17657,Kim Dae Woo,CM,56,64,300000.0,1000.0,20,2022.0,52,53,59,54,41,33,58,56,57,58,56,55,57,61,58,56,41,179
7684,T. Kainz,"CDM, CM, RB",67,68,975000.0,3000.0,28,2024.0,67,66,62,65,65,53,65,68,58,63,63,64,63,86,56,63,48,174
13435,J. Payne,"CM, CDM",62,62,400000.0,3000.0,29,2022.0,62,60,63,58,52,61,67,61,57,64,45,46,57,81,48,66,50,173
16849,S. Rodríguez,"CM, CDM",58,71,475000.0,1000.0,19,2021.0,54,58,55,51,44,43,68,69,51,58,48,45,60,55,51,47,48,178
18221,L. Cundle,CM,54,74,300000.0,6000.0,19,2023.0,55,54,58,46,49,46,57,57,55,56,51,52,50,51,51,53,47,170
900,Oier,"CDM, CM",77,77,3000000.0,19000.0,35,2022.0,75,72,69,74,64,44,78,77,65,77,61,45,69,73,69,61,56,178
17632,Dani Vidal,CM,56,68,350000.0,1000.0,21,2022.0,63,59,56,56,45,43,65,66,56,57,49,46,54,33,34,47,57,183
5138,A. Laïdouni,"CDM, CM",70,75,2200000.0,500.0,24,2023.0,63,63,72,66,58,33,70,65,72,74,51,44,64,89,66,79,68,184
13336,E. Utkus,"CB, CDM, CM",63,76,1100000.0,2000.0,21,2022.0,52,57,55,63,44,28,68,68,56,58,39,42,49,60,37,50,47,190
7066,E. Ampadu,"CB, CDM, CM",68,82,2700000.0,21000.0,20,2022.0,59,55,62,68,27,25,72,65,59,64,34,27,67,61,29,64,33,183
16447,D. Gómez,CM,59,69,475000.0,1000.0,19,2024.0,52,58,61,55,50,41,66,64,60,63,52,48,57,63,53,48,51,180
12889,J. Mvondo,"CDM, CM",63,71,1000000.0,1000.0,23,2023.0,54,60,62,60,50,36,71,66,60,67,42,45,60,58,37,58,57,177
2984,Pedro Sá,"CDM, CM",73,76,3500000.0,7000.0,27,2023.0,57,62,67,69,43,49,73,74,62,70,67,40,72,91,49,71,51,185
7969,J. Lindsay,"CM, CDM",67,70,1300000.0,5000.0,25,2022.0,63,64,68,64,58,51,68,68,67,69,62,50,68,78,61,60,44,183
13121,S. Muratore,CM,63,71,1100000.0,8000.0,23,2022.0,60,62,58,61,48,36,73,72,57,62,42,45,65,53,55,45,57,186
16330,H. Salvatierra,"CDM, CM",59,74,500000.0,500.0,18,2021.0,60,54,55,53,31,27,68,61,48,65,34,30,46,72,38,39,35,177
15881,G. Satsias,CM,60,72,575000.0,500.0,18,2025.0,62,54,60,48,35,30,66,55,58,63,30,36,64,58,70,60,38,181
15890,B. Kociubinski,"CDM, CM",60,73,550000.0,1000.0,20,2023.0,47,58,57,54,52,41,67,62,55,62,55,54,58,69,37,51,61,180
9907,M. Titsch Rivero,"CM, CDM, CAM",65,65,575000.0,1000.0,31,2022.0,63,62,65,62,55,48,69,66,63,65,40,39,67,83,57,63,46,182
7439,Jesús Bueno,"CDM, CM",68,78,2600000.0,3000.0,22,2022.0,65,62,61,66,48,41,70,62,59,61,55,62,68,75,35,50,65,178
12953,J. Mellish,CM,63,70,950000.0,3000.0,23,2022.0,62,59,60,59,50,44,64,63,60,63,48,41,58,86,62,62,54,188
13656,R. Borges,"CDM, CM",62,62,350000.0,650.0,29,2024.0,54,53,52,60,41,36,62,56,49,54,33,47,56,89,42,57,40,182
13080,A. Schuarztman,"CM, RM",63,68,725000.0,500.0,23,2021.0,60,57,63,52,49,36,65,59,64,65,36,37,63,70,60,45,45,173
10002,D. McGeouch,"CM, CDM",65,65,725000.0,3000.0,28,2022.0,65,63,66,60,59,42,68,66,64,67,52,45,63,70,61,69,52,178
18081,T. Leigh,"CDM, CM, CAM",55,64,275000.0,650.0,21,2023.0,54,51,54,52,41,41,56,54,53,56,40,39,54,55,53,52,57,185
5615,L. Brattan,"CDM, CM",69,69,975000.0,5000.0,31,2022.0,72,69,67,61,65,69,70,71,66,67,69,68,64,76,61,69,56,175
13098,Ö. Beyaz,"CAM, CM",63,81,1200000.0,700.0,17,2025.0,65,66,66,47,64,49,70,69,67,68,54,58,57,36,63,64,54,171
5381,José Gragera,"CDM, CM",70,80,3400000.0,4000.0,21,2024.0,67,66,65,69,61,37,70,64,66,67,60,56,63,72,43,67,57,187
9979,R. Wolski,"CAM, CM",65,65,725000.0,2000.0,28,2023.0,68,67,69,34,69,63,66,65,68,68,67,67,60,34,61,66,45,180
5331,S. Sosa,"CDM, CM",70,80,3400000.0,4000.0,22,2022.0,59,61,65,66,49,39,71,68,63,68,39,40,68,73,53,67,59,179
2674,J. Haberer,"CM, CF, RM",73,74,3500000.0,22000.0,27,2022.0,74,70,73,62,59,58,76,72,73,77,69,55,76,77,70,66,61,186
8146,D. Heymans,"CAM, CM, CF",67,72,1600000.0,6000.0,22,2024.0,64,65,66,55,57,68,68,67,66,68,67,62,66,72,71,68,52,193
14052,F. Parra,CM,62,62,400000.0,500.0,29,2021.0,62,56,63,54,43,28,64,60,62,66,34,32,59,72,60,44,38,168
5739,A. Schiavone,"CM, CDM",69,69,1400000.0,19000.0,28,2022.0,69,69,70,62,67,68,72,68,68,72,67,68,68,79,54,65,69,180
4588,Blanco,"CM, CDM",71,83,4500000.0,51000.0,20,2022.0,75,67,66,62,46,37,75,73,65,70,56,65,68,69,67,73,60,176
1327,Otávio,"CDM, CM",76,78,8000000.0,23000.0,27,2022.0,65,67,72,75,59,49,76,69,70,73,47,49,78,79,61,75,48,173
16167,Y. Marchand,"CM, CDM",59,72,550000.0,2000.0,21,2022.0,52,61,60,60,60,28,67,66,58,62,40,62,57,65,38,48,42,181
16706,K. Dohi,"CM, CF",58,70,500000.0,1000.0,20,2022.0,57,59,62,54,62,38,63,60,62,64,40,43,55,49,51,49,42,180
15727,F. Duarte,"CDM, CM, RB",60,69,525000.0,500.0,21,2021.0,56,53,54,54,36,34,61,61,52,56,37,36,69,71,53,42,44,180
7070,Pablo Larrea,"CDM, CM",68,70,1300000.0,4000.0,27,2022.0,69,65,67,62,55,45,69,68,66,68,57,54,67,79,64,56,46,173
17800,M. Timlin,"CM, LM",55,58,160000.0,500.0,26,2021.0,56,56,59,48,56,57,56,55,57,58,55,56,54,50,55,56,51,175
7172,Fabio González,"CDM, CM",68,76,2500000.0,3000.0,24,2022.0,63,61,63,67,45,41,71,68,59,66,50,44,62,71,55,63,48,176
3041,Hugo Guillamón,"CB, CDM, CM",73,82,6500000.0,17000.0,21,2023.0,62,63,60,75,49,35,76,70,53,70,48,33,72,69,30,58,62,178
9823,J. Adelalla,"CAM, CM",65,65,700000.0,500.0,29,2026.0,59,63,69,51,64,62,73,53,65,75,56,45,60,61,67,72,67,172
4694,E. Prib,"CM, CDM, LM",70,70,1300000.0,14000.0,31,2022.0,68,69,70,65,70,63,71,68,68,74,68,65,68,74,69,67,57,180
10952,W. Spieringhs,"CM, CDM",65,75,1500000.0,2000.0,19,2023.0,62,65,65,61,61,47,69,68,64,67,56,63,62,74,57,63,52,188
10964,N. Castro,"CAM, LW, CM",65,79,1700000.0,3000.0,20,2022.0,68,66,66,38,58,55,70,69,68,69,59,53,47,63,59,58,50,186
15756,C. Góngora,"CM, CDM, RM",60,68,525000.0,500.0,19,2021.0,50,56,62,57,44,44,65,61,65,61,58,55,55,67,61,55,61,168
10977,J. Murrugarra,"CDM, CM",65,70,1000000.0,500.0,24,2022.0,61,59,59,61,43,33,68,62,55,65,37,55,58,69,39,48,44,177
9818,S. Holmén,CM,65,65,230000.0,1000.0,37,2021.0,64,66,65,65,64,59,70,66,64,66,61,65,69,49,63,63,60,180
11839,J. Benson,"CM, CDM",64,76,1400000.0,7000.0,21,2025.0,62,64,65,60,61,52,68,63,63,66,64,62,60,71,54,63,52,178
1924,I. Louza,"CM, CAM, CDM",75,81,9000000.0,40000.0,22,2026.0,76,74,76,63,64,51,78,75,76,81,70,70,71,72,72,75,69,178
11955,M. Quiroga,CM,64,64,575000.0,500.0,29,2021.0,71,57,62,60,40,48,59,57,55,64,41,69,68,82,68,74,47,175
8932,H. Al Moqahwi,"CM, CAM, CDM",66,66,525000.0,11000.0,33,2022.0,67,67,68,55,67,53,69,67,68,67,51,59,63,66,66,60,49,173
1776,N. Radoja,CM,75,75,5500000.0,26000.0,28,2022.0,73,71,74,74,57,61,81,77,74,79,62,45,75,74,62,84,58,186
4115,S. Gustafson,"CM, CAM",71,73,2300000.0,11000.0,26,2022.0,74,71,70,55,65,69,72,73,70,72,75,72,71,72,71,72,86,185
1588,Sergio Álvarez,"CDM, CB, CM",75,75,4800000.0,11000.0,29,2022.0,73,68,68,71,54,59,73,74,64,72,59,52,71,91,64,81,41,183
3457,C. Gruezo,"CDM, CM",72,75,2800000.0,16000.0,26,2024.0,58,61,67,68,43,37,72,69,60,70,48,47,69,73,55,65,49,173
11641,A. Ildız,"CDM, CM, CAM",64,69,800000.0,3000.0,24,2024.0,62,60,63,62,52,43,68,63,67,63,47,40,55,64,60,45,55,181
8960,D. Wein,"CDM, CM, CB",66,67,875000.0,1000.0,27,2023.0,60,63,56,61,49,48,69,68,48,63,73,68,52,85,47,64,33,184
19188,Guo Yunqi,CM,48,53,70000.0,1000.0,24,2022.0,53,48,48,47,39,24,54,46,45,45,34,34,56,40,45,40,41,175
9168,J. Sabbatini,"CM, CDM",66,66,525000.0,4000.0,33,2022.0,71,66,67,59,63,59,69,62,65,68,66,57,64,75,68,65,54,175
11445,Kim Min Hyeok,CM,64,64,575000.0,2000.0,28,2022.0,65,60,63,43,42,61,70,65,62,64,53,43,63,79,62,65,60,182
253,M. Locatelli,"CDM, CM",82,87,42000000.0,74000.0,23,2023.0,82,79,77,79,70,64,85,83,78,80,68,64,83,89,73,77,60,185
17008,M. Attiyah,"CM, CAM",57,57,160000.0,6000.0,29,2022.0,57,55,62,43,45,37,61,59,60,62,38,44,55,58,56,55,56,171
3488,Granell,"CDM, CM, CB",72,72,1600000.0,900.0,32,2021.0,80,77,69,66,73,56,77,76,69,69,80,76,67,68,72,71,75,175
17463,Kang Yun Seong,"RB, CM",56,63,275000.0,1000.0,24,2021.0,59,56,55,47,46,45,63,61,53,59,36,35,60,70,61,43,36,172
17336,A. Jasic,CM,57,71,375000.0,950.0,18,2022.0,57,56,59,52,53,40,59,57,57,60,42,46,54,63,51,44,47,174
11531,J. Cascini,"CDM, CM",64,70,850000.0,1000.0,24,2023.0,61,60,63,60,58,58,62,61,58,61,39,65,67,75,56,63,58,171
17490,K. Kesgin,"CM, CAM",56,69,350000.0,2000.0,20,2023.0,50,57,62,50,51,52,63,60,58,60,62,48,60,40,56,44,47,176
14663,G. Vetti,CM,61,70,725000.0,850.0,22,2022.0,61,59,62,53,53,47,64,62,60,63,56,40,60,73,62,60,48,180
