,Name ,player_positions,overall,potential,age,physic,preferred_foot,height_cm,club_contract_valid_until,value_eur,power_jumping,power_strength,defending,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,mentality_interceptions,mentality_aggression,mentality_composure,passing,skill_long_passing,attacking_heading_accuracy,power_long_shots
5576,T. Lees,CB,69,69,30,73,Right,185,2023.0,1100000.0,75,80,70,71,69,70,69,65,70,54,55,70,35
16597,A. Al Bishi,CB,58,69,22,60,Right,195,2024.0,425000.0,70,70,60,60,62,57,58,56,45,41,40,57,51
12756,S. Hughes,CB,63,70,24,71,Right,187,2022.0,900000.0,71,76,63,62,64,63,61,68,58,44,46,65,27
2483,H. Nordtveit,"CB, CDM",73,73,31,72,Right,188,2022.0,2100000.0,69,77,74,73,75,72,73,72,68,69,74,76,66
2482,M. Tekdemir,"CDM, CM, CB",73,73,33,72,Right,178,2024.0,1500000.0,82,68,73,73,76,72,71,75,74,67,71,68,64
2479,S. De Maio,CB,73,73,34,77,Right,190,2022.0,1000000.0,81,89,75,77,75,73,76,74,76,39,54,72,37
9952,E. Zavaleta,CB,65,65,28,76,Right,185,2021.0,625000.0,79,81,63,63,64,62,63,71,60,51,58,64,56
2459,H. Ayala,CB,73,73,34,72,Right,183,2022.0,1000000.0,73,76,74,72,75,75,73,67,78,64,69,74,44
10896,Pacheco,CB,65,81,20,65,Left,184,2025.0,1800000.0,76,69,65,62,68,65,63,61,52,44,41,66,16
15206,Ma Sang Hoon,CB,60,60,29,71,Right,182,2021.0,210000.0,75,81,61,63,63,57,58,57,45,34,31,57,26
3631,D. Doekhi,CB,72,79,23,79,Right,190,2022.0,4400000.0,75,84,71,72,72,70,70,70,68,57,67,69,31
8879,C. McHugh,"CDM, CB",66,67,28,80,Left,180,2022.0,825000.0,87,79,64,66,64,62,64,73,72,59,61,64,48
9902,O. Beckles,CB,65,65,29,77,Left,191,2023.0,600000.0,75,81,63,63,65,63,60,64,54,47,45,62,33
15222,A. Al Shammari,"CB, LB",60,61,27,67,Left,186,2022.0,250000.0,67,70,60,59,61,58,59,61,51,48,43,60,41
8030,Edenildo Lagoas,"RB, CB",67,67,21,69,Right,180,2024.0,1100000.0,66,69,67,74,63,57,65,68,58,64,65,68,67
10664,M. Malec,CB,65,67,26,73,Left,190,2024.0,775000.0,75,80,64,65,64,65,64,66,58,40,33,63,23
17311,F. Kleemann,CB,57,63,22,64,Right,193,2021.0,240000.0,72,77,58,58,63,56,52,40,49,35,36,58,24
11705,Lucas Cunha,CB,64,71,24,67,Right,186,2024.0,1100000.0,76,72,65,64,67,65,63,70,57,38,37,62,29
17324,B. Villacis,CB,57,66,22,62,Right,185,2023.0,350000.0,61,65,55,54,56,54,60,66,39,47,49,50,28
9802,P. Ndiaye,"CB, CDM",66,72,23,71,Left,203,2023.0,1200000.0,46,73,66,64,68,63,65,71,51,46,53,73,25
5843,Luismi,"CDM, CM, CB",69,69,29,74,Right,180,2023.0,1200000.0,77,76,67,64,70,66,71,70,63,59,67,59,48
6626,C. Forsyth,"LB, CB",68,68,32,69,Left,189,2022.0,825000.0,62,74,68,67,69,69,67,56,64,63,60,70,63
11646,D. Frick,"CB, CDM, CM",64,64,31,74,Right,188,2022.0,400000.0,75,79,61,63,60,62,66,72,60,59,70,49,58
7522,M. Spiranovic,"CB, CDM",67,67,33,69,Right,193,2022.0,475000.0,41,82,69,68,72,66,69,52,70,53,54,68,19
16303,R. van den Berg,CB,59,83,16,59,Right,190,2024.0,675000.0,74,72,57,54,60,65,56,53,50,45,58,52,25
17238,A. Anderson,CB,57,66,20,68,Right,184,2022.0,325000.0,77,73,56,56,59,53,54,57,38,41,50,51,40
9288,L. Bogdan,CB,66,71,25,68,Right,195,2022.0,1100000.0,74,79,67,65,69,69,64,64,60,44,50,69,33
10371,A. Putivtsev,CB,65,65,32,69,Left,189,2022.0,475000.0,79,81,65,63,65,64,65,57,62,47,66,68,42
6497,P. Hanlon,CB,68,68,31,77,Left,180,2022.0,825000.0,91,75,67,65,68,66,68,74,65,59,66,71,22
5296,Lucas Áfrico,CB,70,72,26,76,Left,187,2023.0,1700000.0,71,80,68,69,70,68,66,87,58,56,58,67,34
8538,H. Kessler,CB,67,77,23,76,Right,193,2021.0,2100000.0,71,84,66,69,68,63,64,60,63,47,68,61,21
10510,C. Greger,CB,65,71,24,73,Left,193,2023.0,1000000.0,73,80,65,63,68,65,60,66,54,36,39,69,21
18676,O. Stefánsson,CB,52,65,18,65,Left,192,2021.0,170000.0,65,72,50,50,49,50,47,63,42,35,45,54,15
14421,M. Bodzioch,CB,61,61,31,68,Left,190,2023.0,220000.0,63,82,58,58,59,59,55,75,49,49,43,63,44
10529,Á. Kecskés,CB,65,72,25,72,Right,190,2031.0,2850451.813201148,76,77,66,67,66,65,65,56,58,44,44,68,26
19047,M. Al-Taay,CB,50,60,21,59,Right,172,2022.0,100000.0,71,64,51,50,53,54,49,43,40,27,26,44,18
2562,B. Stambouli,"CDM, CB",73,73,30,75,Right,180,2023.0,2500000.0,71,75,71,71,72,71,74,73,74,64,72,66,50
11482,M. Lund,CB,64,68,25,69,Right,183,2024.0,725000.0,81,74,65,68,65,62,64,57,55,50,58,58,50
14469,D. Conroy,CB,61,64,25,70,Right,181,2022.0,375000.0,82,76,59,53,64,63,55,58,56,47,60,64,24
8200,Y. Kimoto,"CB, CDM, CM",67,68,27,70,Right,183,2022.0,1000000.0,69,72,68,67,69,64,69,59,61,55,53,66,37
12590,F. Horsfall,CB,63,66,24,77,Right,190,2022.0,575000.0,69,84,61,62,62,61,60,63,50,42,51,61,33
14293,I. Saravanja,"CB, LB",62,65,24,57,Left,188,2022.0,475000.0,74,56,63,63,66,62,63,65,58,51,48,59,33
5996,J. Hoogma,CB,69,76,23,72,Left,190,2022.0,2600000.0,70,75,69,68,70,69,70,67,63,51,67,70,24
2437,J. Insaurralde,CB,73,73,36,80,Left,188,2021.0,550000.0,80,82,71,69,72,72,71,85,75,58,66,76,52
12468,W. Aimson,CB,63,65,27,71,Right,179,2023.0,500000.0,91,75,63,64,65,62,61,62,57,37,40,62,18
18545,D. Devine,CB,53,68,20,61,Right,190,2023.0,210000.0,63,69,53,53,55,54,52,50,45,32,34,52,24
12565,J. Gundersen,CB,63,69,25,66,Right,186,2023.0,675000.0,89,74,63,63,63,60,62,56,58,47,56,64,32
12343,A. Thompson,"CB, RB",63,65,28,75,Right,183,2022.0,475000.0,82,77,62,62,64,62,57,60,54,54,53,65,34
12562,E. Onariase,CB,63,68,24,75,Right,190,2022.0,650000.0,75,83,62,62,63,61,60,63,53,43,44,63,31
18734,J. Dunne,CB,52,70,19,64,Left,185,2022.0,190000.0,75,73,51,50,53,52,52,43,38,36,38,42,20
16929,D. Lelle,CB,58,75,18,49,Left,178,2022.0,475000.0,68,44,62,55,69,68,58,54,45,36,36,61,22
10163,E. O'Connell,CB,65,70,25,80,Right,191,2022.0,950000.0,75,81,63,64,63,63,62,82,68,50,62,62,49
5540,G. Friend,"CB, LB, LWB",69,69,33,71,Left,188,2023.0,675000.0,70,76,70,71,71,71,70,60,57,61,60,66,57
16483,N. König,CB,59,75,18,65,Right,188,2025.0,550000.0,62,77,59,53,67,65,52,45,39,38,42,60,29
16633,A. Long,CB,58,73,20,65,Right,183,2023.0,450000.0,72,74,57,58,58,56,56,52,50,43,48,54,25
10176,J. Zwischenbrugger,"CB, CDM, CM",65,65,31,73,Right,187,2022.0,500000.0,53,82,65,64,66,64,65,65,58,53,51,68,48
13385,J. Grounds,"CB, LB",62,62,33,72,Left,185,2022.0,190000.0,75,74,60,59,62,61,60,65,54,54,55,60,49
741,B. Cristante,"CDM, CB, CM",78,82,26,78,Right,186,2024.0,17500000.0,69,78,75,74,77,74,74,75,74,76,79,76,73
12913,L. Kitching,CB,63,72,21,71,Left,191,2025.0,1000000.0,72,76,62,62,64,62,61,64,53,43,50,60,20
2726,B. Chardonnet,CB,73,76,26,74,Right,181,2023.0,3500000.0,80,78,75,76,76,71,72,71,64,52,63,75,32
16892,K. Schmidt,CB,58,70,19,66,Right,186,2025.0,450000.0,82,70,58,57,61,60,55,55,40,42,50,56,19
2532,D. Arismendi,"CDM, CB",73,73,33,83,Right,189,2021.0,1500000.0,70,88,71,69,72,70,72,81,67,64,68,76,67
16442,M. Riou,CB,59,69,20,64,Right,185,2023.0,450000.0,65,65,58,57,61,60,59,59,56,45,44,50,25
16549,L. Edwards,CB,58,63,24,63,Right,190,2022.0,275000.0,68,78,57,59,55,56,58,55,49,38,39,56,23
16774,J. Ngouabi,"CB, CDM",58,76,18,72,Right,197,2023.0,475000.0,76,81,56,51,59,57,59,56,46,41,41,53,19
16463,A. Mitchell,CB,59,71,19,69,Right,189,2022.0,500000.0,68,83,57,54,61,54,53,59,50,39,46,63,26
12762,J. Vollert,"CB, CDM",63,74,23,70,Right,186,2023.0,1000000.0,81,77,62,64,64,59,58,60,60,56,55,56,38
18678,A. Hakku,CB,52,57,26,64,Right,184,2023.0,100000.0,73,70,51,51,51,52,52,49,39,35,41,50,24
12755,W. Bianda,CB,63,70,21,68,Left,185,2022.0,900000.0,67,74,63,70,62,59,57,68,55,42,48,63,26
12970,M. Cuéllar,CB,63,63,32,62,Right,180,2021.0,300000.0,77,65,63,62,63,60,66,60,46,43,40,67,17
12559,F. Kelleher,CB,63,66,25,77,Right,190,2023.0,575000.0,80,80,61,61,62,61,60,66,60,42,47,63,28
12977,R. Tincu,"CB, CDM",63,63,33,68,Right,185,2022.0,230000.0,72,73,62,63,63,60,61,70,68,53,52,62,58
18498,J. Gubbins,CB,53,68,19,54,Right,182,2023.0,210000.0,60,57,54,52,55,53,54,50,37,34,38,53,20
13055,F. Martínez,"CB, CDM",63,66,27,67,Right,175,2021.0,550000.0,67,66,64,68,68,60,61,68,59,54,60,52,61
16444,J. Pfennig,CB,59,77,18,56,Right,181,2022.0,550000.0,75,56,63,59,68,69,58,54,50,37,35,61,22
12966,K. Kościelny,"CB, RB",63,63,29,72,Right,185,2022.0,400000.0,82,82,63,62,63,62,63,65,46,33,27,66,17
2342,Y. Osorio,CB,74,77,27,81,Right,189,2024.0,4800000.0,73,86,73,71,75,73,73,85,72,44,38,72,30
16242,I. Amundsen,CB,59,71,21,63,Right,185,2021.0,525000.0,66,69,59,58,62,58,58,46,50,41,42,57,42
16845,L. Sprekelmeyer,CB,58,70,19,58,Right,186,2022.0,450000.0,60,70,60,62,62,57,54,56,50,40,45,58,22
12783,A. Maciel,CB,63,71,24,69,Right,183,2021.0,1000000.0,69,74,64,64,68,66,63,67,48,36,40,51,30
13301,K. Ezekwem,"CB, LB",63,75,20,67,Left,188,2025.0,1100000.0,72,76,62,63,65,62,58,60,44,52,52,58,26
9041,D. O'Shaughnessy,CB,66,69,26,73,Left,190,2021.0,1000000.0,62,80,65,66,67,64,63,65,59,56,61,63,42
15561,T. Carlsson,CB,60,65,25,65,Right,187,2025.0,325000.0,70,69,60,61,60,56,60,59,45,36,38,60,23
19039,K. Paulsen,CB,50,74,17,47,Right,192,2023.0,140000.0,65,50,53,50,58,59,51,49,46,30,24,45,18
3336,S. Holmén,CB,72,72,29,75,Right,188,2023.0,2000000.0,81,78,74,75,75,72,74,68,71,49,63,74,35
18061,L. Mirkovic,CB,55,72,18,60,Right,191,2023.0,300000.0,65,66,55,53,57,56,55,48,43,32,35,56,19
8583,F. Kuruçuk,CB,67,77,23,73,Right,192,2023.0,2100000.0,72,83,67,65,70,69,64,73,49,43,56,68,28
8588,Pedrão,CB,67,73,24,76,Right,194,2022.0,1500000.0,70,80,65,64,66,63,65,79,55,43,52,66,22
10575,T. Boni,"CB, CDM",65,74,21,70,Right,188,2025.0,1500000.0,59,77,64,64,67,63,63,76,45,48,55,60,33
17527,P. Chaudhari,CB,56,56,31,73,Right,188,2022.0,100000.0,75,76,54,52,59,56,51,71,45,32,31,50,19
11474,S. Lavelle,CB,64,69,24,76,Right,188,2024.0,800000.0,82,79,63,64,65,63,62,67,54,41,42,60,24
14562,J. Romaña,CB,61,72,22,67,Right,185,2021.0,700000.0,77,73,60,61,60,55,62,55,43,39,30,62,18
4182,G. Wüthrich,CB,71,75,26,80,Right,192,2022.0,2300000.0,80,89,71,73,72,69,70,71,66,49,54,67,34
3437,Marcos Mauro,CB,72,72,30,72,Right,190,2022.0,1900000.0,70,76,73,73,76,73,68,70,52,55,62,77,45
14603,J. Pestaña,CB,61,68,23,66,Right,188,2024.0,600000.0,55,71,62,65,61,57,59,53,45,42,42,64,22
14635,I. Aaneba,"RB, CB",61,72,22,63,Right,182,2023.0,700000.0,72,67,62,62,65,65,58,65,43,51,48,56,27
15679,J. Lawlor,CB,60,60,30,75,Right,193,2022.0,200000.0,67,88,58,58,59,59,57,59,50,39,39,58,25
9104,Grego Sierra,"CB, CDM",66,68,28,67,Left,184,2022.0,850000.0,57,73,67,66,69,66,69,54,55,52,60,64,51
11649,S. Al Khaibari,CB,64,64,31,69,Right,185,2023.0,400000.0,80,74,65,64,67,65,64,57,49,42,46,65,23
6602,A. Milošević,CB,68,69,29,73,Right,191,2021.0,1100000.0,33,81,68,68,68,65,67,75,63,57,64,70,56
14218,Lucas Maia,"CB, LB",62,63,28,66,Left,192,2021.0,375000.0,58,73,63,62,68,65,65,44,45,49,55,48,61
14221,Bruno Rodrigues,CB,62,75,20,66,Right,192,2025.0,900000.0,70,69,64,59,71,67,60,58,46,42,52,63,27
15666,Y. Brugger,CB,60,71,20,69,Right,190,2025.0,500000.0,63,78,58,54,62,60,56,61,48,43,52,61,39
15649,A. Montes,CB,60,75,20,65,Right,194,2025.0,550000.0,65,68,60,60,60,58,60,55,51,48,58,62,25
17382,T. Telcean,CB,57,71,19,61,Right,184,2024.0,375000.0,67,71,56,57,56,53,54,56,38,29,35,57,21
7484,V. Găman,CB,67,67,32,69,Right,191,2022.0,650000.0,70,71,67,64,69,62,67,66,61,57,62,70,51
1698,P. Goltz,CB,75,75,36,81,Right,184,2022.0,1000000.0,76,85,75,74,74,72,76,84,74,66,65,78,58
18117,S. Visentin,CB,55,64,22,64,Right,187,2024.0,275000.0,69,69,57,51,64,60,54,50,50,29,30,52,21
14274,B. Palazzo,CB,62,75,20,68,Right,184,2023.0,900000.0,72,67,62,61,64,63,58,67,55,43,42,63,26
18348,D. Montiel,CB,54,61,23,51,Right,175,2025.0,200000.0,57,47,55,54,54,51,62,59,39,46,47,49,29
18094,C. Riedel,CB,55,73,17,56,Right,183,2024.0,300000.0,65,57,58,57,59,56,59,54,45,31,31,53,22
14300,T. Gunte,CB,62,67,24,73,Right,194,2022.0,550000.0,72,80,61,58,64,59,60,65,46,41,44,61,27
15611,L. Lacroix,CB,60,77,18,58,Right,186,2023.0,600000.0,75,63,62,62,64,62,57,49,50,42,45,63,27
15601,A. Liljenbäck,"RWB, RB, CB",60,63,26,66,Right,183,2022.0,300000.0,70,72,60,59,60,60,61,55,53,51,49,58,22
6843,David Goldar,CB,68,71,26,75,Right,182,2023.0,1400000.0,72,79,66,66,68,70,65,75,54,58,65,62,37
14906,G. Başkan,CB,61,77,19,61,Right,190,2024.0,800000.0,72,58,64,62,68,67,60,63,45,36,39,59,25
14918,B. Thomas,CB,61,76,20,65,Right,186,2022.0,750000.0,65,72,62,61,64,62,59,62,47,41,41,62,24
17920,A. Yoshida,CB,55,69,19,64,Right,185,2023.0,275000.0,63,70,53,50,60,55,48,63,43,41,47,51,24
3896,J. Chester,CB,71,71,32,72,Right,180,2022.0,1200000.0,84,75,72,74,71,74,71,71,72,56,60,70,31
19206,Chen Guoliang,CB,48,53,22,54,Right,186,2022.0,70000.0,64,54,50,50,54,55,45,46,38,29,28,45,24
17776,R. De Poorter,CB,56,73,19,62,Right,180,2022.0,350000.0,70,67,57,53,61,58,57,54,37,32,34,59,17
8793,A. Niewulis,CB,66,66,32,81,Right,187,2022.0,550000.0,80,91,64,64,65,59,65,71,53,52,62,64,29
7127,Jeong Tae Wook,CB,68,76,24,72,Right,194,2022.0,2500000.0,77,91,67,65,70,63,64,65,51,42,41,78,18
7120,M. Knoester,CB,68,75,22,75,Left,186,2022.0,2300000.0,73,81,67,66,71,65,68,64,62,48,61,61,25
15118,L. Škaričić,CB,61,77,19,60,Right,190,2024.0,800000.0,63,63,64,63,69,62,64,58,50,35,32,58,22
8822,E. Schouten,CB,66,66,29,68,Right,182,2022.0,725000.0,70,66,68,70,70,68,65,73,62,49,63,64,34
11040,F. Mansilla,CB,65,74,22,63,Left,190,2022.0,1500000.0,71,65,67,67,69,65,64,64,48,43,49,64,25
6983,J. Simpson,"CB, LB",68,76,24,75,Left,190,2025.0,2500000.0,70,83,68,67,68,67,68,69,54,50,58,70,32
14901,A. Kamardin,CB,61,74,19,60,Right,183,2023.0,725000.0,74,60,63,61,65,61,59,55,54,41,44,69,23
8690,J. Toivio,CB,66,66,33,74,Right,186,2021.0,400000.0,80,81,65,64,68,59,64,66,62,55,57,65,55
14748,L. McNally,CB,61,73,21,70,Right,191,2024.0,750000.0,70,77,59,55,64,60,53,64,48,46,57,62,21
8693,T. Clarke,"CB, RB",66,66,33,77,Right,180,2022.0,400000.0,86,78,64,64,65,64,64,76,56,56,57,65,42
10774,S. Voet,CB,65,73,21,67,Left,191,2023.0,1500000.0,66,77,67,66,68,66,68,54,55,41,55,61,24
14833,J. Mensah,CB,61,68,20,67,Right,183,2022.0,600000.0,69,70,61,60,63,62,60,65,59,42,42,59,24
10846,M. Mejía,CB,65,67,26,70,Right,178,2022.0,775000.0,72,74,65,61,69,67,66,55,48,46,40,65,32
14840,M. Acuña,"CB, RB",61,66,24,66,Right,178,2022.0,450000.0,71,75,61,60,64,59,61,52,57,45,36,52,31
19156,Hu Jiali,CB,49,53,21,54,Right,185,2021.0,60000.0,60,53,51,50,55,46,50,48,35,28,25,48,22
7216,L. Mai,CB,68,81,21,74,Right,190,2022.0,2800000.0,70,84,67,65,69,67,68,69,59,47,58,67,22
19168,A. Deu,CB,49,65,20,55,Right,188,2023.0,120000.0,67,58,50,53,51,50,45,44,43,27,27,52,23
15223,L. Paramatti,CB,60,65,26,65,Left,185,2022.0,325000.0,77,74,60,58,64,63,55,51,49,36,37,64,14
2935,W. Faes,CB,73,80,23,75,Right,187,2024.0,5500000.0,70,79,73,72,75,74,72,74,69,54,70,73,27
6366,C. Matsima,CB,69,81,19,71,Right,193,2025.0,3100000.0,73,81,69,69,69,64,66,69,70,48,51,75,24
441,M. Keane,CB,80,81,28,80,Right,191,2025.0,20000000.0,85,86,82,82,83,79,80,77,72,65,70,84,46
1812,Fali,"CB, CDM",75,77,27,87,Right,186,2024.0,6000000.0,72,90,74,75,78,76,65,90,63,66,69,75,70
18214,N. Bergmark,"CDM, CB",54,62,19,62,Right,191,2021.0,220000.0,78,65,53,54,53,49,53,50,48,44,45,51,30
10365,Henrique Trevisan,CB,65,70,24,69,Left,185,2021.0,975000.0,89,72,66,68,71,62,59,61,56,42,39,63,31
17231,R. Bulić,"CB, CDM",57,67,20,60,Right,192,2022.0,325000.0,33,74,56,54,58,55,56,64,43,47,52,52,30
16102,T. Fleckstein,CB,59,66,22,61,Right,190,2022.0,425000.0,49,70,61,60,63,60,58,54,42,43,50,62,25
4786,S. Bradley,CB,70,70,29,76,Left,196,2023.0,1300000.0,70,81,69,70,69,68,69,75,62,47,53,71,29
875,Marcano,CB,77,77,34,74,Left,189,2023.0,3400000.0,90,74,79,81,78,77,78,78,71,60,68,81,42
13628,J. Clarke,CB,62,62,31,75,Right,183,2022.0,275000.0,70,82,60,60,61,59,59,70,52,50,53,60,48
11856,G. Stensness,"CB, CDM",64,72,22,77,Right,185,2024.0,1200000.0,63,78,62,62,63,62,60,69,60,53,61,61,44
9596,M. Miers,CB,66,66,31,63,Left,185,2021.0,575000.0,75,69,69,66,76,74,58,59,58,42,40,70,27
2953,Roberto Soira,CB,73,73,25,71,Right,187,2024.0,2900000.0,38,79,74,72,80,78,68,81,66,52,42,72,67
12167,E. Garnås,CB,64,69,26,76,Right,190,2023.0,775000.0,82,81,63,65,64,62,60,69,47,37,40,64,20
15748,D. Oroz,"CB, RWB",60,74,20,62,Right,192,2023.0,550000.0,73,64,60,55,62,64,57,60,58,49,63,66,33
9489,H. Pernía,"CB, RB",66,66,30,64,Right,183,2024.0,700000.0,66,73,68,67,69,65,70,54,49,47,42,68,20
13750,D. Happe,CB,62,71,22,77,Left,195,2023.0,825000.0,71,83,61,61,62,60,59,61,52,42,45,62,26
8466,S. Kersten,CB,67,73,23,73,Right,191,2024.0,1500000.0,71,81,67,67,70,68,65,62,59,49,65,62,51
14109,W. Omari,"CB, CDM",62,73,21,67,Right,185,2024.0,825000.0,72,73,61,58,66,61,56,59,55,46,50,67,29
8465,S. Agouzoul,CB,67,74,23,67,Left,192,2024.0,1900000.0,68,75,67,66,68,66,69,64,68,53,54,68,39
7707,A. MacDonald,CB,67,68,28,68,Right,184,2022.0,975000.0,83,73,68,68,67,70,70,63,48,45,51,64,23
2073,T. Šunjić,CB,74,74,32,82,Right,194,2021.0,2700000.0,72,92,74,74,74,71,76,74,62,51,64,77,28
13509,H. Zackrisson,"CB, LB",62,65,26,73,Right,189,2021.0,450000.0,49,85,60,59,63,58,57,64,53,50,57,58,49
13752,U. Fredriksen,CB,62,72,22,72,Right,189,2023.0,825000.0,72,81,60,58,64,62,56,59,56,43,47,58,18
1795,Andrei Girotto,"CB, CDM",75,75,29,73,Right,186,2024.0,4700000.0,75,70,77,76,77,76,77,81,66,66,68,77,78
15743,R. Delvalle,CB,60,75,20,62,Right,187,2023.0,550000.0,74,68,60,58,65,61,57,55,47,40,50,59,18
8428,J. Handl,CB,67,75,23,77,Right,196,2023.0,2100000.0,53,91,66,62,72,66,59,64,52,43,40,78,32
6082,João Basso,"CB, CDM",69,78,24,65,Right,187,2022.0,2900000.0,72,67,71,68,73,70,70,65,53,55,64,73,46
4844,De La Hoz,"CDM, CB",70,70,29,75,Left,179,2022.0,1400000.0,74,73,67,66,69,66,68,66,60,60,69,60,68
9253,Elgezabal,"CB, CDM",66,68,28,68,Right,185,2022.0,850000.0,76,70,67,68,67,66,67,71,61,52,60,65,26
8443,A. Leguizamón,CB,67,67,29,72,Right,186,2024.0,850000.0,79,75,67,66,71,65,69,67,56,50,47,57,24
3580,Édundo Oliveira,CB,72,72,29,75,Right,183,2024.0,2000000.0,78,82,73,69,77,72,72,76,65,59,66,71,52
9521,W. Ditta,CB,66,73,24,78,Right,180,2021.0,1600000.0,79,83,62,57,65,61,65,74,68,46,60,66,20
19163,P. Maguire,CB,49,67,18,55,Right,186,2021.0,110000.0,66,62,50,50,53,54,45,41,38,27,25,49,21
15244,A. Al Habib,CB,60,60,28,70,Right,187,2024.0,210000.0,72,79,60,58,61,61,60,57,44,36,29,62,25
9878,J. Brayford,"RB, CB",65,65,33,71,Right,173,2022.0,375000.0,80,76,64,65,64,63,63,62,64,60,62,63,42
3963,S. Romagnoli,CB,71,71,31,78,Right,193,2022.0,1300000.0,72,87,73,70,76,72,70,65,70,45,51,75,44
404,A. Ogbonna,CB,80,80,33,76,Left,191,2022.0,10000000.0,81,81,82,82,83,80,82,78,75,60,69,82,46
18743,B. Camp,"CB, RB",52,68,20,50,Right,183,2022.0,200000.0,71,50,54,52,59,55,55,41,41,28,23,45,19
18810,S. Dreyer,CB,52,68,17,59,Right,183,2022.0,190000.0,68,62,52,51,54,53,48,51,42,35,42,52,17
2620,V. Chiricheș,CB,73,73,31,66,Right,184,2023.0,2100000.0,69,68,75,76,75,73,76,75,67,56,70,73,69
15059,Guilherme Soares,CB,61,70,20,64,Right,186,2022.0,675000.0,74,67,62,60,68,68,58,59,49,42,50,53,21
5071,Marlinito Dias,"CDM, CB",70,70,25,71,Right,189,2024.0,1600000.0,45,86,66,70,62,51,68,62,73,64,70,77,44
3710,M. de los Santos,CB,72,73,28,82,Right,187,2023.0,2200000.0,82,89,70,69,72,66,68,84,73,59,58,73,59
9611,S. Tanaka,CB,66,71,24,68,Right,183,2023.0,1200000.0,57,66,66,65,66,66,68,68,56,57,68,66,46
19215,S. Black,CB,48,62,19,53,Right,180,2021.0,100000.0,59,52,48,50,49,47,45,53,44,29,28,48,24
16474,Javi Martínez,CB,59,69,18,63,Right,182,2022.0,450000.0,71,66,60,57,62,60,58,62,43,38,38,67,27
49,M. Hummels,CB,86,86,32,77,Right,191,2022.0,44000000.0,70,86,89,90,90,86,89,71,89,77,86,88,49
16101,L. Costa,CB,59,73,20,69,Right,188,2024.0,500000.0,71,80,60,58,66,62,59,49,44,30,26,51,28
15180,I. Bermingham,"LB, CB",60,60,32,66,Left,177,2021.0,170000.0,76,61,57,56,57,56,57,73,57,55,55,58,45
19197,J. Neal,CB,48,69,17,52,Right,185,2021.0,140000.0,69,49,49,51,51,51,45,42,35,32,28,43,15
13579,N. Smith,CB,62,65,25,73,Right,182,2022.0,475000.0,86,70,62,63,63,60,62,67,57,37,43,62,19
13626,C. Harries,CB,62,66,24,64,Left,185,2022.0,525000.0,73,70,62,60,64,60,62,50,63,55,60,60,29
18588,A. Leone,CB,53,75,17,62,Right,183,2021.0,275000.0,76,71,53,52,55,53,51,44,39,33,33,52,21
14905,T. Vannoye,"CB, RB",61,69,22,69,Right,183,2024.0,700000.0,75,76,62,59,66,63,60,51,54,49,48,58,27
16038,C. McJannet,CB,59,68,22,60,Left,180,2022.0,475000.0,66,61,59,55,63,64,56,62,55,48,52,59,32
2583,L. Tonelli,CB,73,73,31,67,Right,183,2025.0,2100000.0,76,68,76,76,77,77,74,85,70,44,54,74,25
9072,M. Spano Rahou,CB,66,68,26,78,Right,184,2022.0,925000.0,83,81,64,62,65,64,65,72,59,47,40,66,26
8544,T. Břečka,CB,67,68,27,69,Left,185,2023.0,1000000.0,74,72,69,67,71,70,67,64,49,40,47,70,23
14378,H. Camara,CB,62,76,19,68,Left,197,2023.0,875000.0,65,80,60,59,62,58,60,60,65,48,50,60,32
14291,S. Belkorchia,"LB, CB",62,65,26,56,Left,180,2022.0,475000.0,70,57,59,61,62,64,55,43,44,51,48,51,31
14020,D. Velimirovic,"CDM, CM, CB",62,73,20,69,Right,186,2022.0,825000.0,65,70,58,56,63,59,60,65,57,52,57,45,59
4508,M. Erlić,CB,71,75,23,73,Right,193,2022.0,2400000.0,60,82,71,70,74,72,69,75,60,49,62,72,21
16368,P. Minissale,CB,59,69,20,61,Right,179,2022.0,450000.0,70,64,60,58,63,59,59,58,58,36,36,59,23
14070,J. Sosa,"CB, LB",62,76,19,67,Left,183,2023.0,875000.0,69,72,63,63,68,61,58,58,64,52,71,57,25
18652,D. Elerewe,CB,53,71,17,54,Right,189,2022.0,220000.0,61,51,56,59,55,51,52,53,40,38,44,61,14
4548,Willyan,"CB, CDM",71,76,26,78,Right,193,2023.0,2400000.0,56,85,70,68,72,65,68,74,68,55,66,74,50
9089,W. Boyle,CB,66,70,25,76,Left,191,2022.0,1100000.0,70,82,65,65,65,66,63,70,55,41,54,69,20
4703,C. Groß,"CB, CDM",70,70,32,70,Right,183,2022.0,1000000.0,72,69,70,69,74,70,67,76,77,62,60,65,55
5164,S. Babić,CB,70,77,25,74,Left,195,2023.0,2900000.0,69,87,71,72,73,71,64,67,64,44,56,71,41
19133,Zhang Jinliang,CB,49,55,22,52,Right,184,2022.0,70000.0,66,52,51,51,52,53,52,47,38,27,27,47,19
14731,A. Skipper,CB,61,69,21,66,Right,194,2023.0,700000.0,69,75,60,56,66,62,55,54,51,45,51,65,26
13860,M. Drammeh,"CDM, CB",62,70,22,67,Left,188,2024.0,850000.0,66,73,60,53,66,60,59,59,52,56,58,61,33
4230,M. Bani,CB,71,72,27,70,Right,188,2022.0,1900000.0,74,76,73,72,77,73,72,67,64,42,57,70,16
