,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,defending,passing,physic,attacking_volleys,skill_long_passing,movement_agility,power_shot_power,power_jumping,power_strength,mentality_aggression,mentality_interceptions,defending_standing_tackle,defending_sliding_tackle,height_cm
16470,T. Naustdal,CDM,59,68,475000.0,550.0,21,2025.0,54,55,62,31,60,72,50,64,62,58,55,57,56,178
15879,D. Stumberger,"CB, CDM",60,68,525000.0,2000.0,22,2023.0,61,45,64,30,50,43,48,66,70,55,57,66,62,184
15921,Manu Martos,"CDM, CB",60,68,500000.0,900.0,20,2022.0,61,57,59,37,58,53,66,58,64,61,63,64,63,179
15582,A. Ounahi,CDM,60,73,575000.0,2000.0,21,2025.0,59,57,50,37,57,60,52,63,41,64,56,64,60,182
2023,D. Le Tallec,"CDM, CM",74,74,3000000.0,1000.0,31,2023.0,75,68,78,58,70,65,70,76,81,79,75,75,73,187
18886,K. Barker,"CDM, CM",51,67,150000.0,1000.0,20,2023.0,49,49,48,37,52,50,50,59,46,48,48,51,47,176
17542,A. Al Safri,"CM, CDM",56,56,140000.0,4000.0,28,2024.0,54,57,59,24,59,56,45,60,60,58,56,56,54,176
3421,D. Antolić,"CM, CDM, CAM",72,72,2200000.0,16000.0,30,2023.0,68,74,69,65,75,62,72,51,69,72,74,68,66,180
3379,J. Osorio,"CM, CDM, LM",72,72,2300000.0,7000.0,29,2022.0,64,70,67,59,68,83,71,43,64,58,66,65,55,175
3405,E. Kalinski,"CDM, CM",72,72,800000.0,10000.0,34,2022.0,69,70,77,49,71,60,59,83,80,72,69,70,68,184
16955,Kelvin Patrick,"CDM, CM",58,67,425000.0,900.0,20,2022.0,55,47,68,29,46,49,67,65,65,69,57,58,51,185
17785,H. Diarra,CDM,56,77,425000.0,500.0,17,2024.0,51,54,53,35,56,50,54,58,54,62,48,55,59,179
17534,K. Radkowski,"CB, CDM",56,70,325000.0,1000.0,20,2024.0,54,47,61,31,53,56,44,58,69,61,51,55,57,194
15701,T. Zaal,"CB, CDM",60,77,575000.0,500.0,17,2023.0,59,54,53,31,62,51,44,61,62,57,57,66,64,184
17760,M. Nonnenmacher,"CDM, CM",56,69,325000.0,500.0,18,2022.0,52,50,54,28,53,57,45,69,52,55,56,55,49,180
260,Palhinha,"CDM, CM",82,87,41000000.0,18000.0,25,2025.0,85,70,88,54,78,60,76,81,88,89,83,87,86,190
3277,A. Morales,"CDM, CM",72,72,1600000.0,6000.0,31,2023.0,66,67,80,49,68,71,70,75,78,83,69,66,67,183
15413,D. Vokić,"CDM, CAM",60,67,450000.0,2000.0,25,2022.0,54,59,63,46,61,63,52,58,68,57,52,56,55,190
17530,P. Ekwah Elimby,"CDM, CB",56,73,350000.0,4000.0,19,2024.0,55,49,67,33,52,41,48,73,68,58,55,55,57,187
16989,J. Hiniestroza,"CDM, CM",58,71,450000.0,500.0,18,2023.0,56,54,60,40,55,55,55,65,58,58,58,55,55,176
18838,D. Jacovic,"CDM, CM, RB",52,62,160000.0,1000.0,20,2023.0,47,49,57,30,55,58,49,59,60,60,47,46,53,186
1773,H. Belkebla,"CDM, CM",75,77,6000000.0,17000.0,27,2023.0,70,71,73,47,76,61,61,49,66,77,68,75,73,177
16270,S. Augustijns,CDM,59,66,425000.0,850.0,21,2023.0,58,54,54,33,62,64,56,59,59,63,59,60,60,179
1003,H. Winks,"CDM, CM",77,80,12500000.0,66000.0,25,2024.0,71,76,68,50,79,83,63,52,61,78,75,76,67,176
2873,Michel Cruceiro,"CDM, CM",73,73,2600000.0,27000.0,29,2024.0,71,68,78,53,69,59,81,52,78,74,74,72,65,185
17229,J. Atencio,"CDM, CB",57,71,375000.0,650.0,19,2021.0,56,45,69,28,46,52,50,63,70,61,53,58,53,185
928,S. Rode,"CDM, CM",77,77,9000000.0,26000.0,30,2024.0,76,71,77,55,74,69,73,76,74,85,79,77,75,179
18133,M. Hughes,"CM, CDM",54,54,110000.0,500.0,28,2021.0,52,53,60,53,55,66,56,58,62,54,50,52,46,178
777,B. Santamaria,"CDM, CM",78,80,15500000.0,43000.0,26,2025.0,76,71,74,57,78,70,75,71,67,73,75,80,78,183
1004,Dani Ceballos,"CM, CDM",77,80,14500000.0,100000.0,24,2023.0,66,77,67,62,77,79,76,51,61,75,71,70,69,179
16027,M. Kanabah,"CDM, CM",59,60,220000.0,5000.0,28,2023.0,54,57,61,41,60,61,43,55,63,55,56,56,55,170
18243,J. Molina,"CDM, CM",54,68,250000.0,800.0,21,2023.0,56,49,52,27,50,56,43,62,49,52,51,63,58,171
16253,F. Arthur,"CB, CDM",59,71,525000.0,2000.0,21,2022.0,57,29,75,26,34,42,35,74,82,74,54,63,55,187
18152,C. Gilmour,"CM, CDM",54,65,240000.0,1000.0,22,2023.0,51,51,57,41,54,82,42,59,52,56,53,54,50,170
18376,M. Łęgowski,CDM,54,69,240000.0,500.0,18,2023.0,52,49,59,28,54,56,58,59,65,55,55,51,53,181
5870,A. Kara,"CDM, CM",69,70,1300000.0,22000.0,28,2024.0,65,66,81,60,66,62,83,66,88,74,66,69,58,186
13285,F. Bacher,"CB, CDM",63,73,1000000.0,2000.0,21,2025.0,62,41,68,28,46,49,45,72,75,60,58,68,63,190
14294,J. Idzes,CDM,62,72,850000.0,1000.0,21,2023.0,59,57,66,47,63,53,65,61,70,62,61,65,62,190
17672,L. Heeney,"CDM, CM",56,61,200000.0,500.0,22,2021.0,51,51,63,41,54,66,50,63,64,50,51,51,49,175
9613,Saúl Crespo,"CDM, CM",66,73,1600000.0,2000.0,24,2022.0,63,61,72,48,65,59,56,66,77,72,61,63,63,186
10384,A. Barada,"CM, CDM",65,65,675000.0,1000.0,30,2022.0,61,64,67,45,64,70,66,66,64,60,66,63,60,173
12604,R. McKenzie,CDM,63,71,1000000.0,2000.0,22,2022.0,61,56,72,38,58,46,56,73,74,71,60,63,62,184
3200,A. Ioniță,"CM, CAM, CDM",72,72,2200000.0,13000.0,30,2023.0,73,70,76,61,72,63,75,78,76,80,73,75,73,184
16297,S. Cissé,"CM, CDM",59,59,220000.0,1000.0,29,2025.0,58,55,73,37,61,61,64,76,76,64,56,63,57,172
17770,P. Sieben,"CDM, CM",56,64,300000.0,3000.0,22,2022.0,54,52,60,39,55,60,49,59,60,59,44,59,58,183
8261,M. Ellingsen,"CDM, CB",67,72,1300000.0,2000.0,26,2022.0,64,65,71,56,69,70,68,71,73,61,65,64,62,180
2239,Rubén Alcaraz,"CM, CDM",74,74,4000000.0,11000.0,30,2023.0,74,74,82,67,81,57,77,80,80,80,76,73,70,183
9565,A. Barman,CDM,66,68,925000.0,500.0,27,2024.0,64,59,73,42,64,60,66,61,73,69,65,65,64,175
18248,W. Lancaster,"CDM, CM",54,70,250000.0,2000.0,18,2022.0,50,47,64,29,52,50,52,61,65,63,49,54,48,183
18910,Lee Jin Yong,"CDM, CM",51,63,130000.0,850.0,20,2022.0,52,41,55,29,45,50,43,70,54,49,50,58,54,180
17599,T. D'Almeida,"CDM, RB",56,69,325000.0,4000.0,20,2022.0,53,53,56,48,62,64,50,60,57,55,50,52,53,185
2097,N. Chalobah,"CDM, CM",74,76,4700000.0,41000.0,26,2023.0,72,68,71,53,75,66,75,69,73,76,72,75,73,185
1524,A. Poli,"CDM, CM",75,75,3900000.0,16000.0,31,2024.0,73,74,66,69,74,72,72,66,62,73,74,72,72,182
15510,M. Al Najai,"CDM, CM, RB",60,62,275000.0,3000.0,27,2022.0,56,53,65,36,56,59,47,60,64,63,58,58,57,182
5189,Kike Pérez,"CAM, CM, CDM",70,76,2500000.0,6000.0,24,2025.0,60,67,58,49,71,77,56,66,57,59,63,65,59,184
3380,N. Poulsen,CDM,72,73,2400000.0,11000.0,27,2024.0,69,66,80,35,66,70,54,61,77,85,71,70,67,180
1539,R. Jack,"CM, CDM",75,75,5500000.0,48000.0,29,2023.0,73,71,79,51,75,71,77,74,75,84,74,74,72,182
17585,P. Metcalfe,"CDM, CM",56,63,275000.0,1000.0,22,2021.0,52,54,62,36,64,56,56,55,66,53,54,46,53,183
14417,M. Daushvili,"CDM, RM, CM",61,61,220000.0,500.0,32,2023.0,56,56,57,29,55,72,33,51,54,55,59,57,53,176
7684,T. Kainz,"CDM, CM, RB",67,68,975000.0,3000.0,28,2024.0,65,66,68,53,68,71,68,80,58,66,68,65,63,174
13435,J. Payne,"CM, CDM",62,62,400000.0,3000.0,29,2022.0,58,60,67,61,61,80,66,81,59,65,58,60,60,173
16849,S. Rodríguez,"CM, CDM",58,71,475000.0,1000.0,19,2021.0,51,58,66,43,69,59,58,62,75,60,48,53,53,178
900,Oier,"CDM, CM",77,77,3000000.0,19000.0,35,2022.0,74,72,74,44,77,65,73,78,73,78,76,78,75,178
5962,Alson Botelho,CDM,69,69,1500000.0,6000.0,21,2024.0,72,55,67,32,66,69,56,81,65,64,74,73,75,180
18223,Li Yang,"CB, CDM",54,63,220000.0,1000.0,23,2021.0,53,32,69,24,33,45,39,71,79,51,48,58,52,186
5138,A. Laïdouni,"CDM, CM",70,75,2200000.0,500.0,24,2023.0,66,63,75,33,65,70,58,64,70,74,71,61,58,184
11287,B. Kwiecień,"CDM, CB",64,67,675000.0,2000.0,27,2022.0,60,54,80,31,61,59,70,79,85,80,62,61,59,189
13336,E. Utkus,"CB, CDM, CM",63,76,1100000.0,2000.0,21,2022.0,63,57,69,28,68,52,46,62,76,66,58,65,59,190
7066,E. Ampadu,"CB, CDM, CM",68,82,2700000.0,21000.0,20,2022.0,68,55,67,25,65,58,52,76,68,69,66,69,67,183
12889,J. Mvondo,"CDM, CM",63,71,1000000.0,1000.0,23,2023.0,60,60,59,36,66,58,54,60,57,64,53,63,73,177
2984,Pedro Sá,"CDM, CM",73,76,3500000.0,7000.0,27,2023.0,69,62,78,49,74,70,75,80,70,79,69,72,70,185
7969,J. Lindsay,"CM, CDM",67,70,1300000.0,5000.0,25,2022.0,64,64,68,51,68,67,63,53,66,64,66,67,62,183
16330,H. Salvatierra,"CDM, CM",59,74,500000.0,500.0,18,2021.0,53,54,57,27,61,56,39,58,47,61,50,58,55,177
16471,N. Sow,"CDM, CB",59,68,475000.0,2000.0,22,2022.0,59,46,59,25,54,47,46,65,58,57,62,63,56,180
15890,B. Kociubinski,"CDM, CM",60,73,550000.0,1000.0,20,2023.0,54,58,62,41,62,50,62,56,60,59,48,56,64,180
9907,M. Titsch Rivero,"CM, CDM, CAM",65,65,575000.0,1000.0,31,2022.0,62,62,71,48,66,68,52,78,68,64,66,65,59,182
7439,Jesús Bueno,"CDM, CM",68,78,2600000.0,3000.0,22,2022.0,66,62,70,41,62,65,60,55,70,65,65,70,62,178
13656,R. Borges,"CDM, CM",62,62,350000.0,650.0,29,2024.0,60,53,74,36,56,49,49,69,73,61,59,60,58,182
10002,D. McGeouch,"CM, CDM",65,65,725000.0,3000.0,28,2022.0,60,63,68,42,66,69,66,64,69,62,60,60,61,178
18081,T. Leigh,"CDM, CM, CAM",55,64,275000.0,650.0,21,2023.0,52,51,58,41,54,55,51,57,61,54,51,54,49,185
13703,R. Popa,"CB, CDM",62,67,550000.0,950.0,24,2024.0,62,42,68,41,51,47,59,77,78,51,59,62,60,189
5615,L. Brattan,"CDM, CM",69,69,975000.0,5000.0,31,2022.0,61,69,74,69,71,72,73,77,76,68,70,64,59,175
18509,K. Fernández,CDM,53,69,230000.0,1000.0,20,2021.0,51,48,53,34,54,52,39,64,52,54,48,58,50,166
2882,Sandelas Júnior,CDM,73,73,2600000.0,20000.0,29,2024.0,71,65,75,49,71,65,68,73,73,76,75,72,68,183
16037,C. Levingston,CDM,59,66,425000.0,500.0,23,2021.0,57,54,64,43,54,66,59,67,63,59,62,58,54,175
5381,José Gragera,"CDM, CM",70,80,3400000.0,4000.0,21,2024.0,69,66,73,37,64,66,58,75,76,64,72,71,65,187
5331,S. Sosa,"CDM, CM",70,80,3400000.0,4000.0,22,2022.0,66,61,75,39,68,67,67,66,75,81,67,67,63,179
16322,W. Viera,CDM,59,73,500000.0,500.0,19,2023.0,56,52,57,26,60,57,41,61,53,55,57,58,55,182
5739,A. Schiavone,"CM, CDM",69,69,1400000.0,19000.0,28,2022.0,62,69,75,68,68,73,68,69,77,65,67,65,64,180
18733,P. Ramfangzauva,CDM,52,61,170000.0,500.0,22,2023.0,46,50,69,35,54,63,49,76,69,65,49,46,46,178
11016,Higor Meritão,CDM,65,67,775000.0,3000.0,27,2025.0,64,61,69,44,67,55,69,50,70,69,65,66,52,186
4588,Blanco,"CM, CDM",71,83,4500000.0,51000.0,20,2022.0,62,67,58,37,73,61,52,61,53,58,69,70,46,176
1327,Otávio,"CDM, CM",76,78,8000000.0,23000.0,27,2022.0,75,67,76,49,69,72,66,75,74,78,80,76,71,173
16167,Y. Marchand,"CM, CDM",59,72,550000.0,2000.0,21,2022.0,60,61,60,28,66,63,57,65,58,57,58,65,61,181
15727,F. Duarte,"CDM, CM, RB",60,69,525000.0,500.0,21,2021.0,54,53,57,34,61,51,53,44,52,57,62,55,50,180
481,G. Mancini,"CB, CDM",80,84,26500000.0,52000.0,25,2024.0,80,50,84,40,42,34,51,87,83,85,82,81,77,190
7070,Pablo Larrea,"CDM, CM",68,70,1300000.0,4000.0,27,2022.0,62,65,64,45,68,72,66,70,60,55,65,67,65,173
8174,F. Götze,"CDM, CB",67,76,2100000.0,7000.0,23,2022.0,66,62,69,39,73,67,52,74,73,60,65,67,66,185
7172,Fabio González,"CDM, CM",68,76,2500000.0,3000.0,24,2022.0,67,61,66,41,68,64,56,76,64,61,65,71,68,176
3041,Hugo Guillamón,"CB, CDM, CM",73,82,6500000.0,17000.0,21,2023.0,75,63,68,35,70,57,49,76,66,70,74,75,74,178
4694,E. Prib,"CM, CDM, LM",70,70,1300000.0,14000.0,31,2022.0,65,69,68,63,68,68,74,70,67,62,65,65,63,180
4592,S. Lončar,"CDM, CAM",71,79,3900000.0,550.0,24,2026.0,65,67,73,61,74,53,62,61,72,72,66,70,61,187
10952,W. Spieringhs,"CM, CDM",65,75,1500000.0,2000.0,19,2023.0,61,65,70,47,68,61,57,45,69,73,58,64,64,188
15756,C. Góngora,"CM, CDM, RM",60,68,525000.0,500.0,19,2021.0,57,56,58,44,61,55,55,69,55,50,52,67,61,168
10977,J. Murrugarra,"CDM, CM",65,70,1000000.0,500.0,24,2022.0,61,59,63,33,62,58,60,59,60,65,65,63,56,177
13971,L. Dehl,"CAM, CDM",62,73,850000.0,3000.0,19,2022.0,44,59,54,50,59,71,52,52,57,47,33,46,42,179
13511,K. Wallace,"LB, CDM, CB",62,65,475000.0,1000.0,26,2022.0,59,56,66,52,48,66,53,64,66,66,62,59,58,186
18247,A. Moreno,CDM,54,72,275000.0,500.0,19,2023.0,50,48,49,31,54,56,42,58,41,52,46,60,51,170
11839,J. Benson,"CM, CDM",64,76,1400000.0,7000.0,21,2025.0,60,64,64,52,63,74,64,67,62,61,61,65,55,178
1924,I. Louza,"CM, CAM, CDM",75,81,9000000.0,40000.0,22,2026.0,63,74,52,51,75,68,66,46,38,63,65,72,60,178
8932,H. Al Moqahwi,"CM, CAM, CDM",66,66,525000.0,11000.0,33,2022.0,55,67,65,53,67,73,62,74,66,57,56,57,52,173
15146,César,CDM,61,71,675000.0,950.0,20,2022.0,60,60,55,37,64,55,50,65,54,60,58,64,62,178
1588,Sergio Álvarez,"CDM, CB, CM",75,75,4800000.0,11000.0,29,2022.0,71,68,79,59,74,69,80,72,75,76,75,73,69,183
3457,C. Gruezo,"CDM, CM",72,75,2800000.0,16000.0,26,2024.0,68,61,73,37,69,78,61,69,69,86,69,71,73,173
11641,A. Ildız,"CDM, CM, CAM",64,69,800000.0,3000.0,24,2024.0,62,60,68,43,63,61,61,65,72,63,59,65,63,181
8960,D. Wein,"CDM, CM, CB",66,67,875000.0,1000.0,27,2023.0,61,63,73,48,68,69,63,79,71,61,66,62,58,184
11967,I. Vidaurre,"LB, CDM",64,64,210000.0,500.0,34,2021.0,64,59,67,28,65,52,43,49,73,52,65,68,64,176
67,Rodri,CDM,86,89,81000000.0,175000.0,25,2024.0,82,77,82,59,83,65,83,72,82,76,83,84,78,191
9168,J. Sabbatini,"CM, CDM",66,66,525000.0,4000.0,33,2022.0,59,66,66,59,62,73,61,49,65,62,60,60,57,175
253,M. Locatelli,"CDM, CM",82,87,42000000.0,74000.0,23,2023.0,79,79,79,64,83,69,77,65,78,72,79,82,74,185
3488,Granell,"CDM, CM, CB",72,72,1600000.0,900.0,32,2021.0,66,77,68,56,76,69,73,67,65,74,72,68,69,175
8557,A. Crețu,"CDM, CB",67,67,875000.0,5000.0,29,2024.0,66,56,72,42,63,59,56,66,74,71,66,65,68,189
11531,J. Cascini,"CDM, CM",64,70,850000.0,1000.0,24,2023.0,60,60,72,58,61,76,66,56,69,79,64,60,58,171
3902,Sandro Manoel,CDM,71,71,1200000.0,15000.0,32,2022.0,66,69,80,42,69,71,75,70,79,74,69,70,66,176
17424,E. Philibert,"CB, CDM",57,70,375000.0,600.0,19,2022.0,56,41,66,19,41,49,45,65,71,54,56,59,53,193
19162,M. Campagna,"CB, CDM",49,73,140000.0,500.0,17,2021.0,49,35,50,24,44,41,32,69,57,48,45,50,50,188
4040,R. Schoofs,"CM, CDM, CAM",71,72,2100000.0,10000.0,27,2024.0,61,72,63,62,73,75,71,59,57,67,66,60,60,178
142,A. Witsel,"CDM, CM",83,83,24000000.0,72000.0,32,2022.0,82,81,79,77,83,71,75,78,82,75,83,80,80,186
4094,J. Gondorf,"CM, CDM",71,71,1200000.0,10000.0,33,2022.0,66,70,77,56,67,74,71,77,72,77,67,69,72,176
15366,G. McEachran,"CM, CDM",60,74,600000.0,10000.0,20,2022.0,49,63,44,46,62,75,47,47,36,49,45,58,54,172
14576,Q. Bena,"CDM, CM",61,67,475000.0,1000.0,23,2022.0,58,58,71,39,58,63,45,61,77,58,53,63,57,185
6265,Jaume Grau,"CDM, CM",69,78,2900000.0,10000.0,24,2022.0,66,68,62,49,72,58,65,58,64,61,66,69,70,184
12047,A. Müller,"CDM, RM",64,72,1200000.0,850.0,20,2022.0,60,63,59,38,65,82,60,63,45,72,57,66,64,173
6613,T. Pietermaat,"CDM, CM",68,68,1100000.0,5000.0,28,2023.0,68,60,71,28,62,73,47,65,68,82,71,66,70,172
17390,Y. Kechta,CDM,57,69,375000.0,750.0,19,2025.0,53,56,48,39,57,65,55,49,44,60,57,56,53,175
4196,Son Jun Ho,"CDM, CM",71,71,1600000.0,12000.0,29,2023.0,65,68,73,47,73,67,68,62,69,61,71,67,63,180
6473,V. Anita,"CDM, CM",68,68,800000.0,3000.0,32,2022.0,63,65,63,42,70,72,63,67,60,62,66,64,62,168
15445,A. Dudea,"CB, CDM",60,65,325000.0,850.0,24,2022.0,61,41,62,25,49,64,39,71,69,55,60,61,61,179
11622,Matheus Pereira,"CB, CDM",64,69,800000.0,1000.0,24,2024.0,62,50,75,31,53,47,53,68,80,70,60,64,62,184
3965,B. Dabo,"CM, CDM",71,71,1800000.0,10000.0,29,2024.0,72,69,77,60,71,70,78,82,77,80,72,73,72,186
15294,A. Al Dawsari,"CDM, CM",60,67,450000.0,2000.0,23,2024.0,54,54,64,29,59,66,46,40,64,67,59,57,53,177
1856,M. Grujić,"CM, CDM",75,80,8000000.0,12000.0,25,2026.0,72,71,77,62,73,67,76,76,79,75,72,70,70,191
4157,Pedro Tiba,"CM, CDM",71,71,1500000.0,7000.0,32,2022.0,57,69,75,56,70,73,74,73,73,70,66,63,60,174
11989,H. Miyuki,"CDM, CM, CAM",64,64,525000.0,1000.0,28,2022.0,60,64,59,43,66,72,63,64,58,61,63,60,49,172
6611,J. Brillante,"CDM, CM",68,69,1200000.0,4000.0,28,2024.0,65,63,78,42,63,70,61,82,76,68,70,66,65,177
2552,S. Ilsanker,"CB, CDM",73,73,2000000.0,20000.0,32,2022.0,73,51,81,44,55,34,71,56,83,88,72,74,76,190
15220,S. Bonecki,"CM, CDM, CAM",60,63,325000.0,2000.0,26,2022.0,60,55,63,35,60,63,62,61,58,64,62,58,63,180
12778,N. Zanellato,"CM, CDM",63,72,1100000.0,2000.0,23,2022.0,55,65,54,45,65,69,61,52,60,44,54,62,61,187
4828,Alison,CDM,70,70,1400000.0,12000.0,28,2025.0,71,56,75,37,62,59,62,78,72,82,73,73,72,180
18562,Lee Kang Hyeon,"CM, CDM",53,62,210000.0,800.0,22,2021.0,55,49,64,32,53,61,49,65,65,63,58,59,56,181
8987,R. Ureña,"CDM, CM, RB",66,67,825000.0,1000.0,28,2026.0,64,57,72,36,68,73,65,61,73,72,56,65,58,178
9938,T. Leugers,CDM,65,65,600000.0,750.0,30,2022.0,63,60,72,55,63,66,65,82,70,72,62,63,64,184
9910,B. García,"CDM, CB",65,65,140000.0,1000.0,36,2025.0,58,65,68,59,61,66,67,60,69,71,61,61,53,175
5665,M. Bakalorz,"CDM, CM",69,69,975000.0,4000.0,31,2024.0,69,59,76,60,65,66,85,79,75,83,66,68,69,180
1914,O. Skipp,"CDM, CM",75,85,11500000.0,44000.0,20,2024.0,71,67,70,35,75,58,55,61,64,76,72,73,72,178
12854,M. Shinada,"CM, CDM",63,70,975000.0,2000.0,21,2022.0,54,61,63,42,67,59,56,54,61,66,48,57,49,180
2449,S. M'Bia,"CB, CDM",73,73,800000.0,5000.0,35,2022.0,70,66,80,47,72,54,80,81,82,81,70,67,68,187
1928,Y. Adli,"CM, CDM",75,81,8500000.0,25000.0,20,2022.0,66,75,66,62,75,68,77,62,65,65,68,67,59,186
4727,Jordi Amat,"CB, CDM",70,70,1300000.0,7000.0,29,2022.0,69,53,76,28,52,59,75,77,77,81,68,70,68,184
11634,Liu Junshuai,"CB, CM, CDM",64,66,650000.0,4000.0,26,2021.0,63,50,74,35,59,59,43,73,81,61,59,61,62,187
2989,A. Matusiwa,"CDM, CM",73,80,5500000.0,16000.0,23,2026.0,72,58,80,42,67,65,60,86,76,84,78,76,72,173
10883,L. Owusu,"CDM, CM, RM",65,70,1000000.0,2000.0,24,2022.0,61,56,68,34,70,68,45,55,73,68,64,66,52,181
15902,Rai Marchán,"CDM, CM",60,61,250000.0,2000.0,27,2022.0,57,56,52,28,66,59,32,58,44,51,60,59,52,183
11672,E. Hamilton,"CM, CDM",64,72,1300000.0,1000.0,22,2023.0,57,63,73,54,64,62,74,60,73,76,55,54,54,187
8983,L. Paz,"CDM, CM",66,66,575000.0,1000.0,32,2022.0,66,58,73,31,68,68,49,71,78,62,64,67,63,175
2406,Zubimendi,"CM, CDM, CB",74,84,9500000.0,23000.0,22,2025.0,74,71,69,42,73,72,58,77,65,66,76,76,71,181
14854,Z. Debast,"CB, CDM",61,81,850000.0,500.0,17,2023.0,59,47,65,27,58,52,35,63,73,62,63,61,56,191
17085,N. Morahan,"CDM, CM",57,66,350000.0,500.0,21,2021.0,54,56,57,42,58,68,51,54,56,52,55,56,49,178
3948,S. Motta,"CAM, CM, CDM",71,71,600000.0,1000.0,37,2022.0,58,75,64,59,74,76,58,80,64,59,59,65,64,172
5624,B. Rienstra,"CM, CB, CDM",69,69,1100000.0,7000.0,31,2023.0,68,64,73,58,68,64,68,74,70,68,69,70,65,182
18341,R. Djedje,"CDM, CB",54,65,220000.0,1000.0,19,2022.0,52,47,58,30,51,57,51,60,61,59,52,52,55,183
19204,Jiang Wenhao,"CDM, LM, LB",48,58,100000.0,2000.0,21,2022.0,47,39,52,30,40,53,31,53,48,52,48,49,47,176
13446,A. Tutte,"CDM, CM",62,62,325000.0,2000.0,30,2022.0,61,60,65,59,59,70,64,72,71,65,60,63,59,175
18314,T. Sakurai,CDM,54,70,250000.0,500.0,18,2023.0,50,48,59,27,46,51,43,58,58,63,50,56,51,178
13259,R. Morales,"CDM, CM",63,63,450000.0,500.0,27,2021.0,62,60,60,38,61,55,55,63,60,55,61,65,63,175
10166,R. Al Mousa,CDM,65,68,850000.0,6000.0,26,2024.0,63,57,70,39,61,69,49,69,73,65,65,66,65,178
13333,T. Gemicibaşi,"CDM, CM",63,66,575000.0,2000.0,25,2024.0,59,57,71,39,57,58,71,58,71,73,62,64,57,180
15087,T. Sechelmann,"LB, CDM",61,68,625000.0,750.0,22,2023.0,58,53,62,34,58,58,33,64,66,50,62,62,58,186
5203,M. Bokadi,"CB, CDM",70,75,2100000.0,8000.0,25,2022.0,71,53,75,30,67,50,47,46,74,76,71,72,71,186
8818,J. Aguilar,"CDM, CM",66,66,575000.0,500.0,32,2021.0,62,55,68,35,62,63,50,59,68,65,70,59,57,178
16265,R. Galindo,"CB, CDM",59,69,475000.0,2000.0,23,2025.0,60,45,56,34,58,34,39,67,55,47,60,67,67,179
2744,Bruno Henrique,"CDM, CM",73,73,2100000.0,27000.0,31,2023.0,71,71,75,55,72,59,79,74,76,80,74,71,69,179
7650,Manu Molina,"CM, CDM, CAM",67,67,1000000.0,3000.0,29,2022.0,46,68,61,57,67,70,59,65,56,62,54,48,40,178
17206,D. Pecile,"CM, CDM",57,70,400000.0,800.0,19,2022.0,49,57,54,45,64,59,53,64,58,48,48,44,42,182
13300,F. Pfanne,CDM,63,65,525000.0,1000.0,26,2024.0,62,47,79,55,52,58,65,78,78,78,62,65,64,187
2785,Fede,"CDM, CM",73,79,4400000.0,8000.0,24,2023.0,74,62,78,56,66,57,70,70,75,80,76,75,80,174
2708,I. Lichnovsky,"CB, CDM",73,75,3200000.0,24000.0,27,2022.0,75,51,77,26,62,61,61,83,77,78,74,76,75,187
887,L. Montes,"CM, CDM, CAM",77,77,4200000.0,19000.0,35,2022.0,59,77,69,72,75,86,80,74,63,68,67,60,45,166
2666,C. Nørgaard,"CDM, CM, CB",73,75,3300000.0,33000.0,27,2024.0,73,68,74,51,72,65,63,68,74,72,74,72,69,187
13704,S. Schreck,"CM, CAM, CDM",62,73,900000.0,2000.0,22,2022.0,54,61,41,49,63,72,54,36,35,43,55,56,53,180
13036,C. Makoun,"CB, CDM",63,76,1100000.0,1000.0,21,2021.0,63,56,70,32,61,40,49,64,75,63,65,63,62,181
12925,K. Tsukagawa,"CM, CDM, CAM",63,64,550000.0,3000.0,26,2022.0,62,57,72,45,63,42,65,52,72,63,63,61,56,184
12938,Romário Pires,"CDM, CM",63,63,325000.0,2000.0,32,2022.0,59,55,70,40,63,61,44,81,72,64,63,60,56,181
12942,L. Johnsen,"CM, CDM",63,71,1100000.0,2000.0,21,2024.0,63,60,68,52,64,60,62,62,65,63,63,65,62,179
12949,F. Flick,"CDM, CM, CB",63,75,1100000.0,2000.0,21,2023.0,61,56,70,33,58,47,53,67,76,62,58,64,57,188
7360,C. Larotonda,"CDM, CM",68,76,2600000.0,500.0,22,2022.0,66,62,67,57,63,61,67,33,70,60,68,68,67,176
17129,B. Davis,"CM, CDM",57,72,400000.0,1000.0,20,2023.0,51,57,54,38,59,68,56,59,49,63,49,57,55,172
18088,N. Bitsche,"CDM, CM",55,69,275000.0,550.0,18,2025.0,52,48,53,28,46,57,48,65,45,57,57,56,47,180
16015,S. Diallo,"CM, CDM",59,68,500000.0,3000.0,22,2022.0,55,57,62,44,61,66,65,63,64,60,55,57,55,188
2843,I. Rivero,"CM, RM, CDM",73,73,3000000.0,46000.0,29,2023.0,68,71,73,48,75,66,75,59,68,82,73,67,66,166
7905,L. López,"CDM, CM",67,69,1100000.0,5000.0,27,2021.0,63,65,66,40,69,67,58,66,62,68,66,65,63,175
13641,Raullino Meneses,"CDM, CB",62,62,425000.0,2000.0,21,2024.0,62,58,66,45,62,57,46,52,64,60,56,67,66,174
5358,P. Akouokou,"CDM, CM",70,78,3300000.0,10000.0,23,2024.0,68,66,63,42,74,69,65,69,62,63,68,73,66,182
3039,I. Traoré,"CM, CAM, CDM",73,73,2400000.0,850.0,32,2022.0,72,70,81,65,71,68,64,76,83,78,72,75,69,186
