,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,weak_foot,skill_moves,pace,shooting,passing,dribbling,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_ball_control,movement_acceleration,movement_sprint_speed,power_stamina,mentality_aggression,mentality_positioning,skill_fk_accuracy,movement_agility,mentality_penalties,height_cm
3910,J. Urretaviscaya,"RW, RM",71,71,1600000.0,550.0,31,2021.0,3,4,72,67,73,72,72,65,52,75,62,72,70,75,70,59,48,72,70,78,59,174
3914,Quique,"ST, LM, RM",71,71,1600000.0,9000.0,31,2024.0,3,3,72,70,64,71,69,70,70,64,68,69,67,76,69,66,49,79,59,92,71,175
18402,J. Mendes,"RWB, RM",54,70,250000.0,500.0,18,2023.0,3,2,72,26,41,51,51,26,36,44,23,50,44,70,74,69,48,41,26,68,31,177
13526,Kim Dae Gyeong,"RM, LM, LB",62,62,400000.0,1000.0,29,2021.0,4,3,72,56,57,64,62,56,39,64,40,63,63,71,72,67,40,57,36,75,52,179
17848,G. Dorsey,"RM, RWB",55,62,250000.0,1000.0,22,2021.0,2,2,72,48,50,57,49,48,58,57,46,58,55,73,72,43,61,53,44,66,41,183
13503,H. Zuck,"LB, RM, CM",62,62,350000.0,1000.0,30,2023.0,2,3,72,49,63,68,65,34,55,67,60,66,66,73,71,70,54,63,39,82,56,176
4174,F. Mattiello,"RM, LM",71,72,2200000.0,25000.0,25,2026.0,4,3,72,64,70,73,74,53,68,72,70,73,74,71,73,70,67,65,59,73,58,184
18254,J. Liburd,"RM, LWB",54,66,250000.0,1000.0,19,2022.0,3,3,72,42,46,61,42,42,38,50,39,61,59,75,69,54,45,48,35,78,42,181
14255,S. Shoretire,"RM, LM",62,84,1200000.0,2000.0,17,2024.0,4,3,72,56,56,66,52,59,52,59,51,64,62,70,73,54,62,60,43,83,45,175
14331,T. Dombrowa,"LM, RM, CAM",62,67,600000.0,500.0,21,2023.0,3,2,72,60,59,66,65,62,42,63,58,66,66,72,72,41,26,55,32,82,50,170
13903,I. Hutchinson,"CM, CAM, RM",62,70,900000.0,2000.0,21,2022.0,3,3,72,62,60,67,56,63,44,64,48,67,65,74,71,71,41,60,53,72,53,178
13810,T. Al Ammar,"CM, CAM, RM",62,76,975000.0,5000.0,21,2024.0,3,3,72,53,62,66,62,57,36,67,37,65,63,70,74,76,54,61,38,81,29,173
13780,S. Alami,"CAM, RM, LM",62,62,400000.0,2000.0,28,2022.0,4,3,72,56,61,68,63,55,44,61,47,68,65,75,70,42,53,60,64,76,60,169
4335,Guilherme Parede,"RM, LM, ST",71,74,2500000.0,10000.0,25,2021.0,3,3,72,70,67,72,65,71,63,71,59,73,69,70,74,69,67,71,55,74,67,176
13889,T. Prica,"ST, RM",62,76,950000.0,2000.0,19,2024.0,3,3,72,64,53,63,53,66,48,56,53,62,65,70,74,72,68,63,34,72,56,183
4301,Bernardo Motinho,"RB, RM",71,71,1600000.0,9000.0,29,2024.0,3,2,72,52,66,66,77,51,65,67,54,67,62,71,73,65,57,51,42,72,62,179
905,C. Trimmel,"RWB, RM, RB",77,77,3900000.0,29000.0,34,2024.0,3,3,72,65,73,68,87,61,72,70,57,69,69,64,79,82,78,66,63,62,60,189
13864,D. Mellor,"ST, RM",62,76,975000.0,13000.0,20,2022.0,3,2,72,59,53,61,49,60,59,61,47,62,57,73,71,66,63,63,40,72,51,180
5205,B. Lennon,"RB, RM",70,73,2000000.0,4000.0,23,2023.0,3,3,72,61,69,65,72,58,62,69,48,63,65,71,72,87,64,69,54,69,66,177
3276,F. Klaus,"RM, LM",72,72,2400000.0,18000.0,28,2023.0,3,3,72,68,67,75,71,68,45,71,60,77,73,77,67,75,63,70,68,76,62,179
516,A. Candreva,"RM, RWB",79,79,8000000.0,25000.0,34,2024.0,4,4,72,78,79,80,79,73,55,81,79,80,82,75,69,81,66,79,71,79,69,180
5551,T. Torun,"RM, CAM",69,69,1200000.0,7000.0,31,2022.0,4,3,72,64,68,71,70,63,56,69,58,72,68,70,73,66,39,65,73,77,56,176
17481,Su Yuanjie,"RM, LM, LW",56,56,160000.0,3000.0,26,2023.0,3,2,72,52,46,58,55,55,65,42,45,61,48,71,72,55,35,57,34,77,65,179
17511,Tian Xin,"RM, ST",56,65,325000.0,3000.0,23,2023.0,3,3,72,42,50,56,51,42,38,51,30,55,54,73,71,61,47,55,52,74,44,176
15491,S. Jørgensen,RM,60,71,550000.0,1000.0,21,2025.0,3,2,72,56,54,62,48,59,35,58,48,62,60,72,72,63,40,63,40,71,42,178
18650,N. Ødegård,"RM, CAM",53,73,250000.0,500.0,17,2021.0,3,2,72,41,48,53,48,41,44,50,46,50,55,70,74,70,39,43,42,60,35,183
3401,B. Alemán,"CAM, RM, LM",72,72,1900000.0,13000.0,31,2022.0,3,3,72,71,74,72,71,65,54,76,66,72,74,69,74,66,72,70,78,75,69,176
17477,J. Hallam,"CAM, RM",56,66,325000.0,2000.0,22,2023.0,3,3,72,57,48,60,38,61,51,54,42,58,57,73,71,56,35,60,58,71,61,173
15770,B. Borasi,"RM, LM",60,66,400000.0,2000.0,23,2024.0,3,2,72,57,52,63,61,59,44,53,58,63,60,76,69,52,37,55,42,73,53,170
12682,E. Embleton,"CAM, RM",63,71,1100000.0,3000.0,22,2022.0,5,2,72,58,61,64,52,56,49,64,48,62,63,73,71,66,47,62,60,75,51,173
5595,C. Fandrich,"CM, CDM, RM",69,69,1300000.0,5000.0,30,2023.0,4,3,72,56,67,73,58,53,19,70,50,71,73,84,62,75,63,65,59,84,50,177
17465,Mésaque Djú,"RM, ST",56,65,325000.0,8000.0,22,2022.0,2,3,72,51,46,58,50,50,54,48,44,57,56,72,72,53,64,58,30,63,47,178
3212,T. Schick,"RM, RB, LM",72,72,1900000.0,21000.0,31,2022.0,4,3,72,67,71,69,75,68,58,73,64,67,70,69,75,76,65,70,64,76,55,180
15680,M. Cissé,"RM, LM",60,78,625000.0,1000.0,18,2025.0,3,2,72,51,54,67,60,54,38,57,51,68,69,73,71,38,36,49,44,75,54,178
3181,Y. Ravet,"RW, RM",72,72,1900000.0,7000.0,31,2023.0,3,3,72,67,72,74,75,62,50,74,60,73,73,73,72,80,57,74,69,77,61,177
1672,A. Hahn,"ST, RM",75,75,5500000.0,25000.0,30,2022.0,4,3,72,75,67,70,79,76,75,64,73,71,73,70,73,87,85,76,52,61,47,185
13225,A. Hamashita,"RM, LM",63,64,575000.0,1000.0,25,2022.0,3,2,72,55,57,68,53,56,24,64,57,69,64,79,66,69,41,56,58,76,57,164
5294,E. Çelenk,"LM, RM",70,70,1300000.0,9000.0,32,2023.0,3,2,72,65,69,69,71,63,32,70,62,68,69,73,72,70,30,66,68,71,66,180
15049,F. Ovelar,"RW, RM, LW",61,81,900000.0,500.0,17,2022.0,3,3,72,58,53,64,58,55,45,55,55,65,62,74,70,51,35,60,45,67,61,170
1395,R. Sallai,"RM, CF",76,79,10000000.0,23000.0,24,2022.0,4,4,72,70,70,79,72,73,49,75,67,81,80,76,69,62,59,76,45,75,62,183
14984,E. Obregón,"RM, CAM",61,77,850000.0,1000.0,19,2023.0,3,2,72,59,56,64,54,59,42,62,66,63,66,75,69,53,46,58,45,72,61,177
13312,M. Vukčević,"RB, LB, RM",63,63,425000.0,2000.0,28,2022.0,3,2,72,59,54,56,58,57,48,53,58,54,53,74,71,70,48,57,67,66,50,183
15368,J. Stevens,"RM, LM",60,70,550000.0,1000.0,21,2023.0,3,2,72,46,56,63,56,45,43,62,32,63,61,74,71,63,54,53,35,72,40,178
1574,F. Kainz,"LM, RM",75,75,5500000.0,27000.0,28,2022.0,5,4,72,73,72,77,75,75,55,72,55,77,76,80,66,75,55,71,71,86,72,176
13014,R. Champang,"LM, RM, ST",63,63,500000.0,500.0,27,2021.0,2,2,72,62,60,62,58,61,59,63,55,60,59,75,70,73,46,61,63,73,64,178
15454,D. Collander,"RM, CM",60,69,525000.0,550.0,19,2023.0,3,3,72,47,54,62,44,49,42,63,36,60,60,71,72,68,74,54,42,75,46,178
3513,Sabin Merino,"ST, LM, RM",72,72,2300000.0,11000.0,29,2022.0,3,3,72,71,65,69,65,74,81,63,72,72,71,66,76,63,60,74,66,65,72,187
3629,D. Zabala,"RM, LM",72,72,2300000.0,13000.0,29,2022.0,3,3,72,73,72,71,75,73,59,71,66,71,73,75,69,70,25,68,64,72,62,172
5367,Álex Sola,"LM, LB, RM",70,76,2600000.0,4000.0,22,2024.0,4,3,72,53,61,73,65,59,56,65,36,76,73,76,69,80,61,67,31,69,37,178
18502,Lee Ji Yong,RM,53,62,210000.0,1000.0,22,2022.0,3,2,72,44,46,54,51,44,36,48,38,56,51,73,71,53,29,43,30,52,53,175
7882,M. Cacutalua,"CB, RB, RM",67,72,1300000.0,3000.0,26,2022.0,3,2,72,41,47,48,33,40,66,63,39,44,42,70,73,59,60,38,23,67,36,188
7842,J. McCarthy,"RB, RM, CB",67,70,1200000.0,3000.0,25,2023.0,3,2,72,52,60,63,63,49,59,62,41,63,63,72,72,78,69,58,63,67,51,186
9053,Jin Jingdao,"RM, LM",66,66,850000.0,6000.0,28,2021.0,3,3,72,58,63,66,58,53,55,67,73,63,64,73,72,76,68,65,53,82,54,170
7354,A. Quiñonez,"ST, RM",68,73,1800000.0,500.0,24,2025.0,3,2,72,66,50,64,40,69,67,60,69,66,65,71,72,58,59,66,49,59,47,180
11745,E. Tallig,"CM, RM, CAM",64,75,1300000.0,800.0,21,2023.0,3,3,72,57,61,69,59,58,51,68,48,67,66,76,68,83,49,62,36,85,50,178
7191,D. Hashioka,"RB, RM, RWB",68,75,2300000.0,4000.0,22,2022.0,2,3,72,59,64,61,66,58,56,66,53,61,63,71,73,84,63,64,53,58,50,182
11792,V. Theocharis,"RB, CB, RM",64,71,1100000.0,500.0,22,2022.0,3,2,72,40,57,58,58,28,61,63,28,57,59,71,72,66,63,52,35,52,40,181
7169,S. Kiyine,"CM, LM, RM",68,76,2700000.0,17000.0,23,2022.0,3,4,72,57,65,75,62,52,62,70,48,78,76,69,75,71,54,62,49,75,52,182
10924,P. Janasik,"RWB, RB, RM",65,69,950000.0,2000.0,23,2024.0,3,2,72,49,59,62,64,55,42,62,35,58,60,76,69,82,59,54,31,81,36,178
6403,Luvannor,"RM, ST, LM",69,69,1200000.0,12000.0,31,2022.0,5,3,72,73,65,70,64,75,69,67,76,71,68,71,73,52,60,71,65,76,62,182
10068,M. Thiel,"LM, RM",65,65,725000.0,3000.0,28,2022.0,3,3,72,66,62,67,65,62,48,64,60,70,66,68,75,53,43,61,65,68,46,186
7173,B. Aouacheria,"RM, LM",68,68,1300000.0,5000.0,27,2023.0,3,3,72,64,62,72,66,62,58,65,63,74,71,72,72,67,68,64,54,72,58,182
9599,M. Balda,"CAM, LM, RM",66,66,850000.0,500.0,29,2025.0,2,2,72,63,62,65,51,59,63,66,59,64,64,72,72,63,35,66,44,70,59,173
9582,F. Cardozo,RM,66,75,1900000.0,500.0,20,2023.0,3,4,72,53,58,69,67,51,30,61,40,67,69,74,70,71,52,67,41,82,55,173
6643,B. Potts,"CAM, LM, RM",68,69,1400000.0,14000.0,26,2022.0,2,3,72,64,66,67,63,65,58,69,37,67,70,68,76,87,59,67,57,64,48,188
7738,Ł. Zwoliński,"ST, RM",67,67,1000000.0,4000.0,28,2023.0,4,2,72,64,53,65,51,63,69,60,65,63,66,70,74,72,68,69,55,72,65,184
10193,G. Ward,"CM, RM",65,67,875000.0,4000.0,26,2022.0,3,3,72,61,64,66,65,60,51,65,47,65,65,73,72,72,47,62,57,71,54,178
10691,N. Djouahra,"LM, RM",65,78,1800000.0,2000.0,21,2023.0,2,4,72,60,61,72,51,66,38,68,48,73,69,76,68,50,51,60,44,82,47,171
7306,Paulino,"RM, LM",68,74,1900000.0,4000.0,24,2023.0,3,3,72,63,65,70,69,66,39,65,47,71,69,69,74,64,55,67,66,77,64,181
11536,K. Ogawa,"RM, CF, LM",64,64,600000.0,1000.0,28,2022.0,4,3,72,62,60,64,59,62,45,61,59,63,62,73,71,73,48,61,64,77,59,170
10074,Jung Seok Hwa,"LW, RM, CM",65,65,700000.0,2000.0,30,2022.0,4,3,72,62,62,70,57,58,46,63,59,69,68,74,71,69,46,64,67,77,57,174
10318,M. Fernández,"RM, RB",65,66,850000.0,1000.0,25,2021.0,3,2,72,53,60,67,66,59,42,65,42,68,67,73,72,68,52,50,39,75,38,173
9416,L. Guzmán,"RM, RW",66,75,1900000.0,3000.0,21,2021.0,2,3,72,58,60,70,67,57,46,64,54,70,64,73,72,65,64,66,39,85,64,171
9321,Arribas,"LM, ST, RM",66,76,1900000.0,3000.0,22,2022.0,3,3,72,62,61,66,63,64,58,62,59,65,66,73,72,72,38,65,52,72,71,183
6624,Cristian Herrera,"RM, ST, CAM",68,68,1200000.0,4000.0,30,2023.0,3,3,72,69,66,61,68,69,64,62,65,64,60,69,75,81,60,75,64,61,74,181
10748,D. Hanslik,"RM, LM, ST",65,67,925000.0,1000.0,24,2023.0,2,3,72,64,59,63,61,66,58,63,59,63,64,70,73,70,59,65,48,64,61,186
7257,F. El Melali,RM,68,74,1900000.0,8000.0,24,2023.0,3,3,72,61,62,76,64,71,41,66,53,83,71,71,72,34,35,67,43,68,66,168
9373,L. Daschner,"CAM, LM, RM",66,73,1700000.0,5000.0,22,2023.0,4,3,72,61,62,67,53,65,55,68,54,67,67,73,72,70,52,56,38,74,35,182
7622,A. Gorgon,"CAM, CM, RM",67,67,800000.0,3000.0,32,2023.0,3,3,72,66,67,67,64,63,65,71,70,67,68,71,72,72,61,70,66,73,70,185
9207,Lee Seung Woo,"LM, RM, CAM",66,71,1300000.0,4000.0,23,2022.0,3,3,72,63,59,72,57,63,62,66,62,73,70,77,67,50,34,64,27,72,62,173
11171,L. Tankulić,"CAM, RM",64,64,575000.0,750.0,30,2023.0,4,3,72,62,56,66,45,63,63,63,60,66,66,72,72,76,44,60,66,74,45,182
7433,R. Balderrama,RM,68,69,1400000.0,500.0,26,2021.0,3,2,72,60,67,64,72,60,33,70,45,70,58,71,73,68,33,65,51,58,60,172
11850,Apa,"RB, RM",64,74,1300000.0,2000.0,21,2023.0,3,2,72,26,55,61,60,28,59,67,30,60,58,71,73,61,41,41,28,76,32,170
8865,E. Andersen,"LM, RM",66,66,850000.0,2000.0,28,2022.0,2,3,72,64,66,63,66,60,52,65,48,61,63,73,71,68,41,64,73,74,60,181
8783,M. Beister,"RM, ST, LM",66,66,825000.0,6000.0,30,2022.0,3,4,72,66,61,70,63,65,50,64,66,70,66,73,72,63,59,62,62,75,67,180
8011,R. Zambrano,"CDM, CM, RM",67,70,1200000.0,3000.0,26,2021.0,4,3,72,56,68,69,63,51,48,70,43,67,69,72,72,69,75,61,69,85,49,170
9846,K. Özer,"ST, RM",65,65,450000.0,4000.0,33,2022.0,4,3,72,63,64,71,66,65,49,68,62,71,72,70,74,54,62,67,64,69,41,170
9882,C. McManaman,"RM, ST",65,65,700000.0,3000.0,30,2022.0,4,3,72,61,60,68,61,62,37,63,55,67,66,73,72,59,70,64,49,81,64,175
7466,Thaciano,"CM, LM, RM",68,71,1600000.0,6000.0,26,2022.0,3,2,72,66,66,69,58,69,62,71,40,69,70,70,73,76,52,75,51,69,51,182
11886,O. Horșia,"RM, CAM, LM",64,70,900000.0,3000.0,20,2022.0,3,3,72,61,60,65,56,60,51,60,47,63,63,73,72,70,45,62,62,82,52,172
6357,P. Ba,"ST, RM",69,69,1400000.0,6000.0,28,2024.0,3,2,72,72,52,67,47,72,68,54,62,66,70,70,73,76,33,74,46,67,68,174
4303,Dinei Peixo,"RW, RM",71,71,2100000.0,19000.0,25,2024.0,4,2,73,66,69,73,74,66,67,68,59,74,72,74,73,78,88,70,66,75,65,167
5534,A. Adomah,"RM, LM",69,69,875000.0,9000.0,33,2022.0,3,3,73,66,65,70,69,66,51,66,59,70,71,71,74,61,55,67,53,74,68,185
16736,A. Oliveros,RM,58,76,525000.0,500.0,19,2025.0,2,2,73,54,45,64,67,58,31,37,38,65,60,70,75,52,33,55,35,73,52,175
14460,F. Al Johani,"ST, RM, CAM",61,61,325000.0,4000.0,29,2023.0,3,3,73,61,53,61,60,63,56,55,54,61,58,74,73,63,64,59,53,66,64,176
11437,J. Tamimi,"RWB, RM",64,66,675000.0,950.0,26,2022.0,3,2,73,43,54,63,60,36,48,58,45,63,63,71,74,82,56,43,49,71,33,178
1316,D. Brooks,"RW, RM",76,82,12000000.0,33000.0,23,2022.0,4,4,73,71,75,79,75,71,61,78,61,80,79,74,73,69,64,75,66,78,65,183
10784,S. Elia,"RW, LW, RM",65,74,1600000.0,5000.0,22,2025.0,3,2,73,66,58,66,65,65,49,61,51,70,67,75,72,54,33,65,44,58,67,183
8345,D. Kopacz,"CAM, LM, RM",67,74,2100000.0,3000.0,22,2023.0,3,3,73,59,65,71,63,54,47,69,64,71,70,78,69,84,49,60,46,81,52,181
13004,D. Males,"RM, ST",63,80,1300000.0,11000.0,20,2023.0,3,3,73,58,59,63,56,63,51,60,46,62,63,72,74,67,28,61,63,73,60,185
14380,S. Ahmed,"LM, LB, RM",62,62,425000.0,500.0,26,2024.0,4,2,73,49,57,62,57,50,58,63,42,60,63,72,73,66,50,59,39,67,45,178
13867,A. Bakir,"CAM, RM, CF",62,76,950000.0,1000.0,20,2024.0,3,3,73,53,60,69,62,55,43,65,57,69,66,75,71,70,47,54,44,82,49,179
16769,Rafael Bandeira,"RB, RM",58,70,475000.0,750.0,20,2025.0,3,2,73,32,47,56,66,35,23,43,27,54,56,74,73,45,53,53,39,72,42,182
7796,Dani Quintana,"CAM, RM, LM",67,67,475000.0,4000.0,34,2022.0,2,3,73,61,68,70,68,67,40,67,36,70,71,74,73,53,42,57,62,80,43,173
4164,L. Manyama,"CAM, LM, RM",71,71,1800000.0,650.0,30,2022.0,4,3,73,74,65,69,61,75,73,68,71,70,72,75,71,69,55,75,69,56,75,181
12720,Wang Wei,"LB, LM, RM",63,63,325000.0,3000.0,32,2021.0,4,3,73,52,60,63,62,53,54,62,49,66,59,74,73,72,64,57,47,62,45,183
3092,A. Sâyoud,"CAM, CF, RM",73,73,2900000.0,18000.0,30,2023.0,3,3,73,69,74,74,74,70,58,76,63,77,75,74,73,66,53,66,74,72,64,171
16641,D. Markanday,RM,58,76,525000.0,6000.0,19,2022.0,3,3,73,49,54,62,61,46,32,54,51,64,60,75,71,52,38,47,44,62,36,175
11495,M. Örnek,RM,64,68,850000.0,3000.0,24,2024.0,4,3,73,59,59,66,65,56,62,64,62,66,66,74,72,58,59,59,36,74,60,184
1157,L. De Silvestri,"RB, RM",76,76,3900000.0,28000.0,33,2022.0,3,3,73,67,71,73,77,64,78,74,58,74,75,70,75,74,71,74,62,65,52,186
13795,P. Sussek,"LM, RM",62,73,900000.0,3000.0,21,2022.0,3,3,73,50,56,66,55,49,40,61,45,66,64,76,70,58,40,55,43,81,47,176
9230,R. Hatsuse,"LB, RM, LM",66,71,1200000.0,2000.0,23,2022.0,4,2,73,32,56,60,61,28,56,61,30,57,62,70,76,69,56,56,34,59,33,175
10151,R. Ramallo,"ST, RM",65,65,700000.0,500.0,30,2021.0,3,2,73,67,49,63,60,71,72,47,47,62,64,74,73,71,44,65,52,72,65,178
4864,C. Cisneros,"LM, RM, LB",70,70,1700000.0,24000.0,27,2021.0,4,3,73,67,66,71,71,65,56,65,59,72,70,78,68,69,46,69,55,73,58,175
10146,Jorginho,"RM, LW, RW",65,67,900000.0,2000.0,25,2023.0,3,3,73,64,59,66,62,64,33,62,67,65,66,73,73,64,53,64,31,74,59,171
3030,Y. Benrahou,"RM, CAM",73,79,4900000.0,6000.0,22,2023.0,3,4,73,67,72,78,69,64,46,73,59,78,77,73,73,62,42,69,72,88,62,170
12767,S. Klaas,"CAM, CM, RM",63,69,750000.0,1000.0,23,2022.0,3,3,73,43,63,71,59,44,25,67,31,70,70,79,68,58,44,48,55,82,38,178
8042,M. Shved,"RW, ST, RM",67,72,1500000.0,5000.0,23,2024.0,3,3,73,67,60,70,64,66,58,59,56,70,69,74,73,63,31,66,58,74,66,171
1226,D. da Costa,"RWB, RM",76,76,7000000.0,25000.0,27,2022.0,3,3,73,56,66,70,71,51,71,64,54,70,71,76,70,88,79,70,49,65,40,187
1838,Elildo Petri,"RM, CAM",75,75,6000000.0,32000.0,25,2024.0,4,2,73,68,75,77,71,65,43,83,67,80,76,73,73,61,70,71,69,72,68,172
10903,S. Simón,"RM, CAM",65,79,1700000.0,2000.0,19,2022.0,2,2,73,56,62,66,60,55,48,66,49,64,65,76,70,62,52,60,46,80,56,181
8223,M. Heider,"ST, LM, RM",67,67,425000.0,2000.0,35,2022.0,5,2,73,67,59,63,64,66,67,59,55,59,63,67,77,83,78,66,56,69,67,187
4511,M. Havel,"RB, RM, LB",71,72,2000000.0,650.0,26,2022.0,3,2,73,47,65,70,72,44,62,68,48,68,69,74,72,75,77,63,45,75,44,183
13227,N. Iino,"RM, RB, LM",63,67,700000.0,1000.0,24,2022.0,3,2,73,50,59,62,62,46,46,63,36,59,62,72,73,68,63,63,48,78,36,173
2806,J. Barrera,"RM, CAM, RW",73,74,3600000.0,2000.0,25,2022.0,4,4,73,65,74,75,69,69,49,77,40,76,72,70,76,70,40,69,73,84,70,171
17307,R. McIntosh,RM,57,65,375000.0,500.0,22,2022.0,3,2,73,55,53,56,64,54,35,54,42,57,52,72,74,55,49,51,46,65,62,169
14141,M. Canadi,"LM, RM, CAM",62,68,625000.0,2000.0,23,2022.0,3,3,73,55,61,61,57,52,43,65,53,60,63,67,77,68,45,54,57,68,56,184
6981,H. Al Omari,"LM, CAM, RM",68,68,1300000.0,10000.0,27,2024.0,3,4,73,62,66,68,68,65,38,66,53,69,67,74,73,61,68,65,50,75,73,167
14129,W. Bondo,"CM, RM",62,80,1000000.0,500.0,17,2022.0,2,3,73,55,56,71,45,53,51,64,37,71,69,77,70,65,65,56,38,80,59,177
1942,M. Ihattaren,"CAM, RM, CM",75,85,12000000.0,33000.0,19,2022.0,4,4,73,68,75,81,77,68,52,72,69,83,85,74,73,63,54,66,71,74,68,183
17102,M. Al Thani,"LM, RM, ST",57,62,250000.0,3000.0,24,2022.0,4,2,73,52,50,57,51,55,50,52,42,58,56,74,73,54,39,52,44,59,49,174
9913,T. Bunbury,"LM, RM, ST",65,65,600000.0,2000.0,31,2021.0,3,3,73,66,59,66,53,66,61,63,60,67,66,71,74,70,69,67,58,69,67,188
8194,B. Srarfi,"LM, LWB, RM",67,72,1500000.0,5000.0,24,2023.0,3,4,73,62,65,71,68,58,51,66,60,72,70,76,70,55,66,60,59,77,66,176
14163,Capita,"LM, RM",62,75,950000.0,3000.0,19,2025.0,3,3,73,50,57,71,57,53,29,58,47,72,70,76,71,53,21,43,50,83,55,171
7170,M. Merentiel,"ST, RM",68,71,1600000.0,5000.0,25,2021.0,3,3,73,68,53,68,26,70,68,66,62,68,66,74,73,60,30,72,52,69,60,175
10955,M. Samoise,"RM, CAM",65,79,1700000.0,3000.0,19,2023.0,3,2,73,58,60,66,59,67,37,66,34,65,68,76,70,60,31,58,48,68,47,180
14054,J. Argüello,"RM, RB",62,62,400000.0,500.0,29,2021.0,3,3,73,48,59,56,58,55,36,66,41,53,59,70,75,67,40,58,37,65,50,178
8205,P. Pomykal,"CAM, CM, RM",67,80,2500000.0,2000.0,21,2023.0,3,2,73,58,68,69,59,53,42,71,56,67,66,76,71,80,58,63,65,81,60,170
9988,T. Weilandt,"LM, RM, CAM",65,65,700000.0,7000.0,29,2022.0,3,3,73,63,60,67,60,64,49,64,56,67,65,76,70,76,33,60,59,74,52,186
11356,Ahn Yong Woo,"RM, RW",64,64,575000.0,2000.0,29,2022.0,4,3,73,57,60,64,63,58,41,58,52,62,64,75,72,66,42,61,52,75,49,177
1620,B. Sarr,"RB, RM",75,75,4900000.0,53000.0,29,2024.0,3,3,73,70,73,75,76,67,66,77,61,76,75,77,70,88,75,76,44,74,68,177
13079,G. Norlin,"RM, LM",63,68,725000.0,1000.0,24,2024.0,3,2,73,56,58,62,59,57,38,61,48,61,62,74,72,62,46,64,43,67,45,183
2881,Brenito Duarte,RM,73,73,3000000.0,15000.0,29,2024.0,2,2,73,71,70,73,72,69,56,70,56,74,73,75,72,73,70,71,75,77,65,181
14324,Fabio Blanco,RM,62,83,1200000.0,600.0,17,2023.0,3,2,73,56,55,66,58,59,34,59,54,68,66,72,74,54,39,59,50,70,51,179
5419,T. Sakamoto,"RM, CF",70,74,2300000.0,5000.0,24,2022.0,3,3,73,66,67,71,69,66,45,67,61,72,66,76,71,73,71,72,68,80,52,170
11008,A. Al Badaoui,"CAM, RM, LM",65,69,1000000.0,3000.0,25,2024.0,3,2,73,62,62,66,60,61,38,64,59,68,63,71,74,65,54,64,44,68,49,179
8332,F. Rieder,"LM, RM, CM",67,68,1200000.0,4000.0,25,2023.0,3,3,73,52,65,68,65,48,31,66,48,67,65,71,75,85,68,60,56,81,35,171
4383,F. Kadioglu,"LM, CAM, RM",71,81,4200000.0,20000.0,21,2022.0,4,4,73,61,70,74,70,60,42,70,60,75,75,72,74,66,46,63,64,74,52,174
17526,M. Yasir,"RM, CAM, LM",56,65,325000.0,500.0,23,2023.0,3,2,73,42,49,59,45,45,40,55,35,58,53,72,73,66,46,49,37,85,25,170
11340,G. Pereira,"CAM, RM",64,65,675000.0,3000.0,27,2023.0,4,2,73,56,63,65,56,57,46,70,49,64,66,72,73,57,48,60,55,70,43,178
1638,S. March,"LWB, RW, RM",75,76,6000000.0,44000.0,26,2024.0,2,3,73,67,73,77,79,64,48,74,56,79,76,75,72,76,55,71,64,76,55,180
7856,Fábio Sturgeon,"LM, RM, CF",67,67,1100000.0,3000.0,27,2024.0,4,4,73,63,63,70,65,59,67,64,67,70,70,72,73,65,65,68,43,75,52,183
14233,M. Ikeda,"CF, RM, CM",62,70,900000.0,850.0,21,2022.0,3,3,73,58,60,63,62,56,58,61,54,63,63,71,75,66,62,63,55,70,52,176
14194,P. Liza,"ST, LW, RM",62,75,975000.0,500.0,21,2023.0,3,3,73,61,58,67,65,61,55,55,45,71,64,73,73,67,30,60,55,67,68,180
12823,J. Caballero,RM,63,70,975000.0,750.0,23,2024.0,3,2,73,50,57,65,58,51,43,64,36,63,66,72,74,67,54,65,37,74,46,180
5811,Marco Sangalli,"RM, CM",69,69,1400000.0,6000.0,29,2023.0,3,3,73,72,67,68,66,70,45,67,76,67,68,74,73,82,45,64,65,75,70,179
18864,S. Singsit,"LM, RM",52,62,180000.0,500.0,22,2022.0,4,3,73,42,43,58,43,42,35,42,36,58,51,76,71,60,48,42,46,75,41,168
4039,H. Soudani,"LM, RM, ST",71,71,1200000.0,14000.0,33,2022.0,4,4,73,71,68,73,70,70,71,68,68,73,73,72,74,62,75,75,59,76,67,182
6243,Luca Sangalli,"CM, CAM, RM",69,71,1700000.0,4000.0,26,2022.0,3,3,73,62,69,72,66,62,49,75,56,75,71,71,74,54,61,72,36,69,40,167
14955,Eñaut Mendía,"ST, RM",61,72,750000.0,2000.0,22,2022.0,3,3,73,58,41,59,42,62,71,47,55,55,60,70,76,57,47,57,52,71,61,178
10383,Y. Naganuma,"RM, LM, ST",65,68,975000.0,3000.0,24,2022.0,3,2,73,51,62,66,64,48,63,65,37,66,66,71,75,71,56,61,49,74,56,177
15511,K. Phillips,"ST, RM",60,71,550000.0,1000.0,21,2022.0,2,2,73,60,51,59,51,62,57,55,52,57,59,72,73,75,59,61,34,68,58,185
3558,N. Benedetti,"CAM, RM",72,79,4700000.0,27000.0,24,2023.0,3,4,73,67,68,74,59,67,42,74,50,74,75,75,71,74,47,67,56,73,54,177
