,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,mentality_vision,passing,dribbling,attacking_crossing,attacking_volleys,attacking_short_passing,attacking_finishing,skill_long_passing,skill_dribbling,skill_ball_control,skill_curve,skill_fk_accuracy,movement_reactions,movement_acceleration,power_stamina,mentality_positioning,mentality_composure,mentality_penalties,height_cm
16264,J. Carrillo,"ST, CAM",59,71,550000.0,2000.0,19,2025.0,56,49,60,38,70,53,55,42,60,55,54,55,60,66,55,52,48,52,168
5178,Marlion Rolim,CAM,70,70,1600000.0,10000.0,29,2024.0,71,65,69,58,59,68,70,65,64,73,62,41,75,62,52,74,76,55,175
5647,M. Crooks,"CM, CAM, ST",69,70,1600000.0,14000.0,27,2024.0,68,61,65,40,55,69,66,68,65,68,54,52,68,66,84,67,62,58,192
18173,K. Ward,"CM, CAM",54,68,275000.0,2000.0,21,2022.0,57,55,55,47,47,58,48,58,52,55,55,55,49,68,64,52,51,55,182
6460,C. Brüls,"CAM, RM, LM",68,68,950000.0,6000.0,32,2023.0,69,70,71,70,65,69,57,71,72,70,70,70,62,68,62,68,72,65,179
13239,E. Sevikyan,"RM, LM, CAM",63,77,1100000.0,3000.0,19,2022.0,58,62,65,65,57,65,53,57,62,67,62,58,60,68,61,58,56,54,175
18332,C. Harris,"LW, CAM, ST",54,64,240000.0,1000.0,21,2022.0,50,45,58,48,45,44,55,36,57,58,46,42,40,69,46,51,53,52,183
878,M. Valbuena,"LW, CAM",77,77,3400000.0,1000.0,36,2022.0,77,79,78,79,76,81,73,77,78,80,80,75,74,69,60,76,75,79,167
18301,C. Wood,CAM,54,68,250000.0,1000.0,18,2022.0,52,49,55,40,38,54,50,53,53,54,40,44,52,69,44,51,56,49,172
7671,P. Ceppelini,"CAM, CM, LM",67,67,1000000.0,500.0,29,2022.0,70,72,68,71,67,75,59,67,67,70,74,69,60,70,79,59,69,64,179
12973,B. Mitchell,"CM, CAM",63,72,1000000.0,2000.0,20,2024.0,59,61,65,47,48,70,53,68,64,71,51,48,62,67,56,50,53,48,176
16763,L. Knöferl,"CAM, CF",58,77,525000.0,500.0,18,2023.0,55,54,62,47,36,63,52,54,57,66,40,38,52,66,55,48,51,40,179
10597,M. Breij,"CAM, CM, RW",65,69,1000000.0,2000.0,24,2022.0,68,63,65,60,60,66,63,55,65,65,61,58,63,66,71,63,62,58,181
18546,J. Hollman,CAM,53,65,220000.0,500.0,19,2023.0,50,49,55,32,34,60,34,54,57,56,36,37,48,70,61,52,40,39,170
4852,L. Baker,"CDM, CAM, CM",70,74,2000000.0,41000.0,26,2022.0,70,71,71,70,71,72,62,71,70,73,74,73,68,67,76,63,69,74,182
2946,G. Til,"CAM, CM",73,79,4800000.0,35000.0,23,2022.0,73,69,73,53,59,77,75,72,72,75,58,63,75,64,87,77,69,66,186
2604,Fede Vico,"CAM, RM, LM",73,74,3600000.0,11000.0,26,2023.0,76,75,75,74,47,77,68,73,75,75,74,65,66,70,60,71,66,72,176
13761,E. Banda,"CAM, CM",62,68,625000.0,1000.0,23,2022.0,64,63,64,64,68,63,54,62,62,64,65,65,63,76,58,52,59,48,178
7025,Sandeiro Leal,CAM,68,68,1400000.0,7000.0,21,2024.0,66,66,68,55,68,69,67,71,68,70,69,72,64,66,68,70,67,68,187
2564,M. Autret,"CAM, CM, LM",73,73,2900000.0,7000.0,30,2023.0,73,75,73,75,64,77,71,76,74,72,63,70,70,65,53,75,64,62,179
16434,S. Spence,CAM,59,70,500000.0,6000.0,20,2022.0,60,58,61,56,46,61,45,58,59,62,54,49,56,69,63,54,57,53,178
5854,Choi Kyoung Rok,"CAM, CM, RM",69,70,1600000.0,8000.0,26,2023.0,67,62,73,52,63,70,65,57,74,71,65,41,66,77,78,64,55,55,176
10604,E. Alvarez,"RM, CAM",65,79,1700000.0,1000.0,19,2023.0,67,64,70,60,56,66,62,58,70,67,68,58,59,69,59,59,62,48,173
5857,J. Onomah,"CM, CAM",69,76,2800000.0,21000.0,24,2023.0,68,65,75,53,57,73,68,63,75,76,59,54,71,68,72,69,70,53,185
10693,M. Ignatov,CAM,65,78,1800000.0,9000.0,21,2023.0,66,66,69,55,53,74,52,69,72,70,54,52,63,65,52,50,64,60,187
13349,Pablo Gálvez,"ST, CAM",63,78,1100000.0,3000.0,19,2022.0,45,46,64,31,53,58,69,40,65,66,40,42,60,69,70,62,60,60,185
2626,D. Garmash,"CAM, CM",73,73,2500000.0,850.0,31,2025.0,80,73,70,68,35,80,72,76,69,70,41,43,75,66,73,62,75,51,186
7283,J. Ramsey,"CAM, CM",68,83,2900000.0,16000.0,20,2023.0,70,62,71,42,44,72,60,66,73,70,47,45,61,69,69,65,68,45,180
9998,S. Maier,"CAM, CM, LM",65,65,750000.0,2000.0,27,2022.0,64,65,68,66,62,67,54,55,67,65,69,69,64,77,62,61,59,59,179
9029,Rufo,"CAM, ST",66,66,850000.0,5000.0,28,2022.0,66,59,69,54,62,64,66,48,68,67,56,54,65,69,67,66,66,59,175
10890,K. Saito,"LM, CAM, CM",65,70,1100000.0,1000.0,24,2022.0,59,61,68,56,56,65,64,60,66,66,63,60,64,72,69,64,60,59,170
10377,T. Matsuura,"RM, CAM, CF",65,65,575000.0,1000.0,32,2022.0,64,62,68,62,56,65,62,58,67,66,60,49,63,65,56,66,60,40,167
18220,L. Duzel,"CM, CAM",54,68,250000.0,500.0,19,2023.0,52,52,58,30,41,64,41,64,56,60,40,36,46,67,45,42,52,46,182
16428,I. Ćubelić,"CAM, CDM",59,77,575000.0,500.0,18,2026.0,60,56,59,48,42,63,53,55,63,60,42,36,57,61,49,52,49,37,184
12907,F. Marchwiński,CAM,63,78,1100000.0,1000.0,19,2023.0,61,59,65,51,44,63,62,60,65,64,56,51,56,66,69,60,56,58,185
15060,A. Rodríguez,"CAM, LW, CF",61,78,825000.0,500.0,17,2023.0,62,60,65,52,46,66,44,63,65,65,46,50,56,73,54,57,55,50,169
10884,R. van der Venne,"CAM, CM",65,65,700000.0,2000.0,29,2022.0,60,63,65,53,49,71,63,67,63,69,50,59,57,72,80,67,61,51,173
13310,D. Cicek,CAM,63,63,475000.0,600.0,28,2022.0,64,64,65,68,53,63,57,62,61,63,55,63,53,67,73,63,58,67,172
17136,M. Lewis,"LM, CAM, RM",57,70,400000.0,1000.0,19,2024.0,56,56,57,58,42,55,43,57,58,52,57,53,47,70,56,49,49,44,170
13075,F. Lo Celso,"CAM, LM, CM",63,77,1200000.0,3000.0,21,2023.0,66,65,63,56,54,72,48,65,62,63,60,55,54,66,55,61,67,61,178
10477,G. Kastanos,"CAM, CM",65,73,1600000.0,13000.0,23,2022.0,62,60,72,54,55,61,54,65,73,75,60,60,58,68,54,60,61,48,179
10449,Kauã Reisende,"CAM, RW",65,65,700000.0,4000.0,29,2024.0,70,62,66,60,53,71,60,43,65,72,50,52,55,69,60,58,52,68,182
11905,J. Rudoni,"CAM, CM",64,73,1300000.0,2000.0,20,2023.0,64,59,64,45,50,64,61,62,63,64,56,52,61,69,77,62,61,40,185
13189,S. Czyż,"CAM, CM",63,75,1100000.0,550.0,19,2024.0,62,60,71,56,51,63,52,60,71,73,55,56,59,65,66,51,64,60,176
10732,M. Căpățînă,"CAM, CM",65,68,950000.0,4000.0,25,2024.0,68,64,66,65,41,68,63,59,66,67,66,33,63,68,81,63,63,65,177
10814,G. Florentín,"CM, CAM",65,73,1600000.0,3000.0,22,2025.0,65,64,68,57,47,70,56,65,71,68,59,57,57,69,69,64,66,44,173
13170,Francisco Teixeira,"CAM, RW, RM",63,72,1100000.0,1000.0,23,2025.0,66,61,67,55,48,65,56,58,66,68,52,52,61,69,54,64,65,60,177
11838,T. Miyashiro,"RM, LM, CAM",64,72,1300000.0,2000.0,21,2022.0,56,56,64,57,61,63,67,52,65,64,45,26,59,65,73,64,55,57,178
12853,Y. Otto,"CAM, CM",63,70,975000.0,1000.0,22,2023.0,57,53,65,47,37,64,65,45,62,67,31,29,69,71,66,61,45,56,180
14972,Galego,"CAM, CM",61,68,650000.0,2000.0,24,2024.0,59,59,66,57,53,58,57,65,69,67,54,56,59,69,52,58,59,59,176
12952,J. Van Hecke,"CAM, CM, LM",63,77,1100000.0,2000.0,19,2024.0,65,63,68,61,37,68,45,62,65,70,45,48,58,72,60,57,64,44,175
11600,I. Fülöp,CAM,64,64,475000.0,3000.0,31,2022.0,65,66,64,63,58,68,59,67,63,62,64,68,59,69,65,64,68,54,179
11593,Raphael Doninho,CAM,64,64,700000.0,5000.0,21,2024.0,68,63,69,67,49,64,54,54,67,64,58,60,72,71,68,60,70,68,168
17310,N. Maier,"CAM, RM",57,69,400000.0,2000.0,20,2023.0,62,59,59,57,45,62,50,56,56,58,57,50,48,68,53,51,58,48,173
8893,B. Tashchy,"ST, CAM",66,66,925000.0,3000.0,27,2021.0,61,60,64,56,60,66,64,54,65,70,65,47,63,69,68,63,63,55,192
12334,Edu García,"CM, CAM, LM",63,63,400000.0,500.0,31,2022.0,66,66,65,68,47,63,55,69,65,65,71,65,63,67,55,67,58,59,181
17601,C. Mochrie,CAM,56,75,350000.0,500.0,18,2022.0,56,55,59,52,40,58,46,54,57,58,56,50,52,67,66,49,51,48,178
12339,A. Crawford,"CM, CAM",63,63,475000.0,3000.0,29,2022.0,64,64,65,65,48,65,60,64,63,64,50,67,59,69,74,63,60,58,179
18745,J. Varga,CAM,52,67,190000.0,850.0,19,2022.0,53,45,59,39,37,46,38,42,57,56,46,41,52,70,41,59,51,43,165
16720,M. Helm,"CAM, CM",58,71,475000.0,3000.0,19,2023.0,59,55,59,48,40,58,53,57,58,55,44,60,60,68,59,56,57,43,178
15974,S. Stanton,"CM, CDM, CAM",59,60,250000.0,700.0,27,2021.0,60,61,62,56,53,63,53,62,59,62,64,65,58,70,59,53,55,52,180
16925,F. Pollock,CAM,58,77,500000.0,500.0,17,2024.0,58,55,61,45,48,62,49,58,61,63,50,39,45,71,72,60,55,54,178
16076,H. Biggins,"CM, CAM",59,64,325000.0,2000.0,25,2022.0,61,55,64,39,39,62,50,60,60,66,41,36,62,70,49,53,60,41,175
14199,M. Stamenic,"CM, CDM, CAM",62,80,2850451.813201148,9017.989362811555,19,2031.0,65,62,68,53,56,66,50,63,67,73,60,51,50,67,64,53,71,50,188
18449,K. Grozos,CAM,53,64,210000.0,500.0,20,2022.0,48,48,55,49,40,53,54,46,54,56,38,34,52,66,61,53,48,42,178
18570,A. Qasem,"CAM, CM",53,74,300000.0,500.0,17,2023.0,51,51,56,41,42,59,33,52,57,53,46,36,46,70,55,42,53,49,178
18667,J. Dodd,"CM, CAM",52,65,190000.0,2000.0,20,2022.0,53,50,56,42,37,55,42,54,52,55,43,35,54,66,43,48,56,46,170
13840,M. Shabani,"CAM, CM, ST",62,72,900000.0,10000.0,22,2023.0,63,62,65,53,47,69,53,68,65,67,50,46,43,69,57,47,67,52,185
13846,S. Mulattieri,"ST, CAM",62,79,1100000.0,2000.0,20,2024.0,60,59,63,55,55,62,63,57,64,64,58,55,58,66,60,60,55,50,183
17699,T. Semba,"CAM, LM, CM",56,65,325000.0,1000.0,21,2025.0,52,54,63,54,45,56,49,55,61,60,49,48,48,76,49,47,50,44,164
15878,A. Suhonen,CAM,60,70,550000.0,2000.0,21,2023.0,60,58,66,49,42,63,55,60,66,63,53,42,54,66,50,49,57,44,170
18690,J. Dixon,"CM, CAM",52,66,190000.0,2000.0,20,2023.0,54,51,57,44,37,55,44,53,55,54,46,44,52,72,45,50,54,45,181
11289,Z. Clough,"CAM, LM, ST",64,65,700000.0,3000.0,26,2023.0,64,63,68,64,61,63,62,57,64,65,65,70,59,69,33,63,66,68,170
9961,M. Mert,"CAM, CM",65,68,925000.0,4000.0,26,2023.0,65,68,70,63,52,70,50,69,71,70,75,70,58,71,57,55,47,60,174
18719,T. Ibrahimagić,"CM, CAM",52,65,190000.0,2000.0,20,2022.0,51,51,55,43,44,58,44,54,53,54,45,39,49,67,53,50,56,50,184
11254,A. Caceres,"CAM, CM, RM",64,64,600000.0,3000.0,28,2024.0,63,64,65,59,61,69,56,62,65,64,64,53,59,70,74,61,56,37,173
14586,P. Lewis,"CM, CAM",61,63,400000.0,4000.0,26,2023.0,60,57,59,45,35,64,61,61,57,57,44,39,57,67,84,61,57,42,186
15443,A. Youssef,"CAM, LW",60,69,550000.0,800.0,20,2023.0,61,54,63,42,42,60,55,52,63,66,45,37,49,68,63,60,62,41,182
16221,D. Maldini,CAM,59,77,575000.0,3000.0,19,2024.0,56,59,61,52,48,66,48,58,60,62,60,60,56,67,47,54,55,52,186
10954,Arribas,"CAM, RM, LM",65,81,1800000.0,16000.0,19,2022.0,58,56,72,37,37,66,60,64,74,72,49,35,65,69,55,54,63,40,173
13416,N. Delfouneso,"ST, CAM",62,62,400000.0,2000.0,30,2022.0,63,58,66,56,59,62,59,51,65,64,56,36,60,65,62,64,63,59,186
12774,J. Brimmer,"CM, CAM, CDM",63,68,725000.0,2000.0,23,2022.0,59,64,65,59,40,68,56,67,66,68,57,69,55,68,67,55,59,64,169
14669,B. Mines,"RM, CAM",61,69,725000.0,1000.0,21,2021.0,51,57,64,53,40,63,45,59,65,62,58,49,58,69,64,60,47,44,175
15389,I. Moreno,CAM,60,69,550000.0,2000.0,23,2022.0,64,63,64,54,46,68,46,71,65,61,54,54,55,67,33,47,66,53,173
13358,André Ricardo,CAM,63,73,1100000.0,2000.0,20,2022.0,67,65,62,52,40,72,42,71,62,64,51,52,58,67,59,64,60,61,178
18256,N. Milanovic,CAM,54,68,250000.0,500.0,19,2023.0,49,46,61,34,35,49,46,46,58,62,47,56,53,67,34,49,56,39,185
16243,K. Kostadinov,"CM, CAM",59,76,575000.0,500.0,18,2024.0,60,57,63,48,44,62,50,59,62,61,50,42,56,70,67,57,57,46,175
18260,R. Richards,"LW, CAM",54,76,350000.0,1000.0,17,2023.0,55,50,58,52,41,50,42,43,59,58,47,41,43,72,54,41,48,51,178
17017,Ji Xiaoxuan,CAM,57,57,170000.0,2000.0,28,2021.0,57,53,61,46,49,58,51,48,59,59,52,48,53,64,34,54,61,45,177
9201,A. Arslan,"CM, CAM, CDM",66,67,975000.0,7000.0,27,2024.0,68,65,70,57,52,72,62,58,69,70,66,52,67,71,65,58,62,67,180
12201,O. Wähling,CAM,64,73,1300000.0,1000.0,21,2023.0,64,65,67,63,62,67,60,63,67,64,66,62,60,71,65,55,62,55,185
14315,L. Kunze,"CM, CDM, CAM",62,68,625000.0,1000.0,23,2024.0,64,55,63,42,29,64,55,55,62,64,35,37,63,68,78,59,55,38,189
13521,Ü. Tosun,"CM, CDM, CAM",62,62,400000.0,1000.0,28,2022.0,65,60,66,49,45,67,52,65,64,65,49,37,59,69,66,57,64,49,179
16130,R. Al Shamlan,"CAM, LW",59,68,500000.0,2000.0,22,2023.0,51,57,63,58,40,64,60,58,62,64,42,37,49,67,42,48,57,46,175
16964,M. Spiridakis,"LW, CAM",58,66,450000.0,1000.0,20,2022.0,49,54,60,57,51,57,60,51,63,61,56,48,40,69,44,52,51,58,178
16104,E. Löder,CAM,59,71,550000.0,650.0,21,2023.0,57,54,63,52,43,57,58,52,60,66,52,38,52,61,61,60,59,47,183
9516,F. Colidio,"ST, CAM",66,75,1900000.0,18000.0,21,2023.0,67,63,70,57,65,70,70,52,70,72,54,55,63,70,58,66,59,66,179
9442,V. Torp,"CAM, CM, ST",66,75,1900000.0,6000.0,21,2022.0,66,66,69,62,56,68,58,65,67,69,66,65,60,68,70,64,68,56,178
9440,F. Grahl,"CM, CDM, CAM",66,66,825000.0,4000.0,29,2022.0,68,69,67,62,53,73,48,71,66,72,72,72,60,66,79,57,66,60,180
17871,C. Stan,"RW, CAM",55,69,300000.0,650.0,19,2023.0,54,50,56,53,48,52,52,42,57,54,47,30,49,72,32,53,46,47,177
18881,G. Iannucci,"RM, LM, CAM",51,62,130000.0,1000.0,20,2022.0,45,48,54,52,37,47,49,41,53,52,62,67,38,70,39,44,43,50,167
11000,M. Škvarka,"CM, CAM",65,65,725000.0,2000.0,28,2023.0,65,66,66,52,67,72,52,70,63,72,71,67,62,66,60,49,59,62,173
11022,Turrientes,"CM, CAM, CDM",65,82,1800000.0,1000.0,19,2025.0,67,67,66,60,37,71,41,68,62,70,61,70,59,69,75,58,64,56,172
13473,E. Whitehouse,"CM, CAM",62,63,450000.0,4000.0,27,2022.0,61,59,64,53,51,62,58,60,61,63,55,48,60,69,84,61,58,63,180
14346,N. Skyttä,CAM,62,74,950000.0,900.0,19,2025.0,68,65,64,50,46,72,48,70,65,64,60,52,51,64,56,56,62,55,170
9425,Dani Escriche,"ST, RM, CAM",66,74,1900000.0,4000.0,23,2022.0,55,51,64,35,59,63,69,40,64,68,49,46,64,71,65,65,49,64,178
16165,B. Rusu,"ST, CAM",59,59,190000.0,1000.0,31,2022.0,49,43,49,37,58,52,68,32,44,43,31,34,64,67,67,53,58,63,180
14389,S. Siatravanis,"RM, CAM",62,62,400000.0,700.0,28,2022.0,60,60,63,59,36,63,60,60,61,67,44,54,42,70,60,58,49,56,172
19238,E. Lalchhanchhuaha,CAM,47,60,110000.0,500.0,19,2025.0,46,45,48,39,37,50,32,49,48,38,38,32,54,70,57,47,36,35,167
5237,I. Ljubić,"CM, CDM, CAM",70,75,2400000.0,11000.0,24,2023.0,68,66,68,57,58,72,64,69,68,70,57,47,71,67,83,67,65,60,184
6883,Dani Ramírez,CAM,68,68,1200000.0,5000.0,29,2023.0,67,68,71,63,49,71,64,67,70,72,68,68,63,70,61,67,71,70,175
2943,Aleix Febas,"CM, CAM, CDM",73,78,4400000.0,20000.0,25,2023.0,75,75,76,67,57,80,58,77,75,73,71,63,71,69,75,65,77,59,171
6947,Àlex Corredera,"CAM, RM, CM",68,71,1600000.0,4000.0,25,2024.0,67,69,70,58,56,72,66,74,68,73,79,68,64,72,77,68,73,59,178
5099,A. Marchesano,CAM,70,70,1500000.0,11000.0,30,2023.0,68,70,74,67,47,74,66,68,71,73,68,72,61,67,70,66,60,73,168
8377,G. Botos,"CAM, RW",67,77,2200000.0,500.0,20,2022.0,70,68,73,64,54,71,50,64,76,70,65,63,57,72,60,63,65,55,172
3536,L. Görtler,"CM, RM, CAM",72,73,2700000.0,9000.0,27,2026.0,71,72,70,74,64,74,67,73,68,72,68,48,75,67,91,72,68,52,186
5321,J. Atanasov,"CDM, CAM, LM",70,78,3400000.0,500.0,21,2022.0,71,66,66,45,38,72,48,70,66,71,65,76,70,62,70,63,58,48,184
620,Pablo Fornals,"LM, RM, CAM",79,82,23000000.0,69000.0,25,2024.0,80,79,79,77,72,81,72,78,79,83,71,70,75,70,81,76,77,55,178
2871,Nicolás Formido,"CAM, LM, CM",73,73,3600000.0,16000.0,21,2024.0,75,75,74,74,55,75,57,73,74,75,81,76,78,71,68,73,72,69,183
6854,L. Berry,"CM, CAM",68,68,1200000.0,6000.0,28,2022.0,69,66,70,61,53,70,65,66,68,70,57,61,67,68,70,67,66,56,177
8344,H. Mörschel,"CAM, CM, ST",67,73,1600000.0,5000.0,23,2022.0,67,63,68,57,53,66,67,59,69,70,58,71,65,65,54,66,64,68,190
2845,S. Amallah,"CAM, CM, LW",73,78,4600000.0,12000.0,24,2023.0,68,72,74,70,74,74,70,75,78,74,72,75,70,69,76,71,72,77,186
6778,S. Nutz,"CAM, CM, ST",68,68,1200000.0,5000.0,29,2023.0,72,71,67,67,66,72,65,70,63,68,73,72,66,71,74,63,68,73,178
3345,João Teixeira,"CAM, CM, LW",72,72,2400000.0,9000.0,28,2022.0,74,70,74,64,45,74,66,72,74,76,60,56,71,69,64,70,68,56,177
1018,N. Amiri,"CAM, CM",77,81,15000000.0,41000.0,24,2024.0,78,78,82,79,66,77,69,78,85,82,80,71,75,76,80,70,72,65,180
3199,Y. Mallı,"CAM, LM",72,72,2300000.0,20000.0,29,2023.0,74,73,75,70,68,75,66,70,75,76,74,69,69,71,70,70,72,81,179
4562,E. Mera,"CAM, CM",71,71,600000.0,550.0,36,2021.0,69,67,73,59,59,70,69,65,72,73,74,66,72,69,69,69,68,57,167
3338,S. Schrijvers,"CF, CAM, ST",72,76,3400000.0,11000.0,24,2024.0,74,72,73,69,78,73,73,70,72,74,73,72,71,70,71,75,77,68,180
4648,N. De Pauw,"RM, CAM",70,70,1300000.0,12000.0,31,2022.0,71,68,69,68,70,69,62,67,68,72,62,63,72,68,74,68,74,54,180
7026,Davide Eustáquio,CAM,68,68,1200000.0,11000.0,29,2024.0,71,62,69,48,62,60,65,72,70,68,58,67,72,67,55,73,51,67,178
4979,D. Szymański,"CM, CDM, CAM",70,73,2100000.0,750.0,26,2024.0,71,65,67,53,58,70,67,68,65,71,65,52,68,70,86,73,65,48,183
4349,C. Itten,"ST, CAM",71,77,3000000.0,29000.0,24,2022.0,57,60,66,65,72,65,74,57,66,69,40,39,67,71,71,73,65,66,189
879,A. Taarabt,"CM, CAM",77,77,8500000.0,15000.0,32,2023.0,79,77,84,75,73,78,65,74,86,85,81,71,80,69,78,74,83,70,180
1601,R. Saponara,"CAM, CF",75,75,5500000.0,46000.0,29,2022.0,79,76,79,74,64,78,64,72,81,83,80,70,66,65,58,74,73,68,184
4387,B. Özcan,"CM, CAM, LM",71,79,4100000.0,19000.0,23,2024.0,75,73,75,67,53,76,56,73,75,76,72,62,72,72,70,65,72,51,178
2290,T. Pochettino,"CM, CAM",74,79,6000000.0,8000.0,25,2022.0,83,77,75,74,50,76,61,74,77,75,76,75,69,68,72,65,77,61,180
6129,L. Wing,"CM, CAM",69,71,1700000.0,14000.0,26,2022.0,72,69,70,64,57,70,62,69,68,71,68,66,69,69,75,63,68,45,186
7431,C. Diakité,"CM, CAM",68,79,2500000.0,1000.0,18,2024.0,68,64,73,55,44,69,53,68,72,73,53,43,66,71,67,70,69,41,173
8666,Moleiro,"CAM, ST",67,81,2300000.0,500.0,17,2023.0,70,62,67,42,53,71,60,69,69,70,45,42,63,69,59,65,54,59,169
8387,M. Palacios,CAM,67,82,2400000.0,3000.0,19,2025.0,69,69,71,68,54,70,59,70,70,69,66,69,59,71,63,63,65,48,168
215,M. Götze,"CAM, CM",82,82,30000000.0,29000.0,29,2024.0,86,83,84,82,85,85,75,82,84,88,81,72,82,69,75,79,87,79,177
90,S. Milinković-Savić,"CM, CDM, CAM",85,87,66000000.0,100000.0,26,2024.0,82,80,81,64,74,85,80,85,84,86,80,78,83,66,91,79,84,56,191
2012,A. Mehmedi,"CF, LM, CAM",74,74,4100000.0,49000.0,30,2022.0,72,70,78,72,80,74,74,58,80,78,74,58,74,69,64,74,75,69,183
2084,X. Mercier,"CAM, CF, CM",74,74,3500000.0,14000.0,31,2023.0,83,79,73,80,68,76,68,78,72,73,79,84,68,70,77,78,76,71,174
3864,Bojan,"CAM, CF",71,71,1800000.0,7000.0,30,2023.0,72,71,74,68,75,73,67,68,73,74,79,66,64,72,61,71,72,74,170
8119,J. Bruijn,"CM, CDM, CAM",67,72,1500000.0,4000.0,24,2023.0,65,65,70,60,43,67,64,68,70,68,69,67,66,72,77,67,68,68,171
353,D. van de Beek,"CM, CAM, CDM",81,86,38500000.0,110000.0,24,2025.0,79,76,79,67,80,81,78,78,76,85,78,65,81,67,84,80,84,61,184
8022,S. Ingelsson,"CM, CAM, RM",67,74,2000000.0,4000.0,23,2023.0,68,66,67,64,52,71,50,66,68,70,58,40,61,68,85,64,64,48,189
8640,M. Fixelles,"CM, CDM, CAM",67,72,1500000.0,5000.0,24,2024.0,67,66,64,63,56,68,62,66,63,67,59,61,62,66,75,67,66,62,181
5765,J. López,"CAM, RM",69,71,1700000.0,20000.0,26,2021.0,67,68,72,65,65,71,68,70,70,74,65,64,62,69,65,64,70,61,166
448,D. Alli,"CAM, CM",80,82,26500000.0,90000.0,25,2024.0,82,78,82,72,79,82,80,80,83,84,77,60,80,67,80,82,85,80,188
7333,R. Deaconu,"CAM, CM, CDM",68,72,1700000.0,4000.0,24,2022.0,67,70,71,72,53,70,60,70,73,70,73,73,67,71,83,62,62,73,181
1858,M. Caktaš,"CAM, CM",75,75,5500000.0,22000.0,29,2023.0,71,73,75,70,69,76,78,73,76,75,67,73,74,67,85,77,69,74,178
1267,A. Thomasson,"CAM, CM",76,77,8500000.0,23000.0,27,2024.0,77,76,77,74,64,78,67,76,77,77,73,70,76,69,78,78,77,65,177
2557,Moisés,"CDM, CM, CAM",73,73,1500000.0,15000.0,33,2022.0,74,72,71,62,63,76,74,72,72,73,65,74,69,64,68,70,72,69,184
7980,Josep Señé,"CM, CDM, CAM",67,67,1000000.0,3000.0,29,2023.0,70,68,70,66,59,70,64,66,71,69,63,60,69,66,64,69,66,65,186
394,M. Hamšík,"CM, CDM, CAM",80,80,13000000.0,35000.0,33,2023.0,83,81,80,78,77,83,73,82,80,82,80,70,77,69,71,81,84,70,183
10323,Wilsson Rosito,"CAM, LM",65,65,800000.0,4000.0,25,2024.0,58,68,71,73,47,66,45,76,71,72,77,75,59,74,64,67,62,67,180
14938,T. Pozzo,"CAM, CM",61,71,725000.0,2000.0,20,2022.0,60,60,68,56,50,64,43,62,68,66,56,48,58,68,53,54,60,53,168
10544,I. Boonen,"CAM, CM, ST",65,72,1500000.0,3000.0,22,2023.0,60,62,67,63,59,66,68,60,66,68,50,48,64,68,65,60,62,67,178
10444,M. Grødem,"CAM, LM",65,74,1600000.0,2000.0,22,2024.0,64,63,67,60,48,68,62,57,69,68,53,56,58,68,70,64,59,52,192
3544,J. Berthomier,CAM,72,72,1900000.0,14000.0,31,2022.0,73,75,74,78,69,76,66,75,74,74,69,78,68,70,74,63,76,72,177
15132,Y. Çeltik,"CM, CAM",61,76,750000.0,800.0,18,2026.0,62,58,65,43,42,65,45,64,62,65,45,48,63,71,58,54,60,51,164
3689,P. Förster,"CAM, CF",72,73,2800000.0,19000.0,26,2023.0,75,70,71,66,49,74,64,68,72,74,60,63,74,62,89,74,68,54,188
3589,Leordinho Paes,"CAM, LM",72,72,2800000.0,14000.0,21,2024.0,78,73,73,71,62,73,67,69,73,76,72,67,65,68,66,74,66,64,180
15452,O. Holm,"CAM, CM",60,80,675000.0,500.0,18,2024.0,62,59,63,49,45,63,51,59,62,61,57,58,53,72,56,57,63,50,175
3605,E. Akbaba,"CAM, CM, LM",72,72,2400000.0,37000.0,28,2022.0,74,73,71,69,68,74,69,75,72,73,76,74,69,68,74,74,72,75,180
7959,Gustavo Ferrareis,CAM,67,72,1500000.0,3000.0,25,2021.0,65,62,69,56,42,68,64,66,69,70,42,49,65,66,55,65,54,52,177
16327,John Patrick,"CAM, ST, CM",59,78,550000.0,550.0,17,2022.0,55,48,58,28,50,55,58,50,59,57,40,44,64,71,44,64,50,64,193
7929,M. Szwoch,"CAM, RM",67,67,1000000.0,3000.0,28,2022.0,70,67,68,70,53,67,64,66,65,66,65,55,66,71,77,65,70,65,173
2711,A. Ricaurte,"CAM, CDM, CM",73,73,3000000.0,8000.0,29,2021.0,77,76,72,69,48,81,64,79,70,78,68,64,69,69,76,71,66,61,182
2393,A. Čermák,"CAM, CM",74,76,5000000.0,1000.0,26,2023.0,77,74,74,70,52,76,69,73,75,74,66,70,75,69,67,74,73,66,181
2126,A. Maxim,"CAM, LM, CM",74,74,4100000.0,14000.0,30,2022.0,75,73,79,70,72,74,68,72,80,77,81,74,71,75,64,69,70,74,177
16787,T. Jenks,"CM, CAM",58,75,525000.0,850.0,19,2023.0,58,55,61,45,41,58,48,59,59,62,49,48,50,72,64,53,47,42,192
9760,A. Hamdi,"CM, CAM",66,72,1300000.0,2000.0,23,2022.0,66,65,72,53,54,72,59,68,71,71,64,59,68,71,71,60,68,42,178
16696,T. Magee,CAM,58,69,450000.0,2000.0,21,2023.0,60,59,65,53,49,62,37,61,67,65,52,51,39,72,47,45,56,45,182
