,Name ,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,club_contract_valid_until,weak_foot,pace,shooting,physic,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_strength,mentality_positioning,mentality_penalties,height_cm
18272,C. Carty,ST,54,69,250000.0,6000.0,19,184,2022.0,2,65,54,53,53,50,48,50,39,53,64,65,59,50,58,61,63,56,52,52,184
18825,T. Butoiu,ST,52,63,170000.0,850.0,19,180,2024.0,2,65,52,44,54,43,44,44,27,54,63,67,62,54,43,56,37,31,53,57,180
432,Pozuelo,"CAM, ST",80,80,20500000.0,13000.0,29,170,2021.0,5,65,75,66,75,54,83,68,74,84,69,61,77,81,85,75,61,60,81,77,170
17326,K. Martínez,ST,57,68,375000.0,500.0,20,173,2024.0,3,65,58,49,65,60,55,60,30,52,67,63,60,51,70,53,55,52,50,51,173
18373,T. Pieńko,ST,54,72,275000.0,500.0,17,185,2023.0,2,65,54,60,57,56,49,45,29,49,67,63,54,50,57,51,65,66,55,57,185
11341,João Silva,ST,64,64,500000.0,4000.0,31,190,2026.0,2,65,66,73,64,67,40,70,30,66,64,65,59,63,59,73,77,72,62,65,190
9376,S. Schimmer,ST,66,67,1000000.0,8000.0,27,185,2023.0,4,65,67,73,70,65,55,63,36,64,65,65,66,65,61,70,82,77,70,60,185
17614,J. Jack,ST,56,64,325000.0,1000.0,20,171,2022.0,3,65,57,49,60,66,40,41,28,60,64,66,56,54,57,55,65,44,52,70,171
9909,G. Álvarez,ST,65,65,725000.0,500.0,29,187,2021.0,4,65,69,71,76,68,49,61,40,57,56,72,69,57,60,65,84,78,70,68,187
9915,M. Sansores,ST,65,65,700000.0,6000.0,30,174,2021.0,3,65,66,60,71,66,62,52,48,63,62,68,69,67,64,65,78,64,65,57,174
696,A. Budimir,ST,78,78,14000000.0,34000.0,29,190,2025.0,4,65,78,77,84,82,68,70,31,79,61,68,56,72,33,78,65,83,80,65,190
694,A. Dzyuba,ST,78,78,2850451.813201148,9017.989362811555,32,196,2031.0,3,65,78,86,81,87,77,74,60,77,63,66,55,75,35,79,65,94,81,75,196
6754,J. Caicedo,ST,68,68,1000000.0,1000.0,31,181,2023.0,1,65,67,67,68,70,64,59,40,63,63,66,65,65,48,66,71,85,76,67,181
7321,G. Debeljuh,ST,68,72,1800000.0,7000.0,24,185,2024.0,3,65,66,79,72,71,55,58,32,63,63,66,60,66,60,68,83,80,75,57,185
9892,A. Cook,ST,65,65,700000.0,6000.0,30,185,2023.0,4,65,64,84,65,65,58,61,40,62,66,65,64,63,66,68,83,90,65,56,185
17940,J. Andrews,ST,55,70,300000.0,2000.0,19,191,2022.0,2,65,54,60,57,50,46,41,32,51,62,68,57,52,69,51,62,74,56,57,191
9275,K. Andrić,ST,66,68,1100000.0,500.0,26,189,2023.0,3,65,66,67,69,66,62,51,41,74,67,63,61,60,47,67,68,81,63,78,189
8016,Olaetxea,"CAM, ST, RM",67,67,1000000.0,3000.0,28,179,2022.0,3,65,69,57,70,54,67,58,40,65,66,65,64,70,67,70,57,64,68,75,179
18662,D. Lalhlimpuia,"LM, ST, CAM",52,58,130000.0,500.0,23,177,2022.0,3,65,51,54,50,49,46,48,30,53,64,66,60,51,59,53,65,64,53,55,177
18909,S. Hammershaug,ST,51,65,140000.0,700.0,20,183,2021.0,3,65,50,54,53,46,41,41,32,49,64,66,62,47,61,50,67,63,52,40,183
18670,M. Mohsen,ST,52,62,180000.0,2000.0,22,166,2024.0,3,65,53,40,56,46,40,48,54,53,66,64,71,53,86,54,65,32,53,49,166
17648,J. González,"CM, ST",56,67,300000.0,500.0,19,172,2025.0,3,65,47,52,49,45,60,33,39,54,65,65,60,60,60,45,61,48,55,37,172
9742,Lautaro,ST,66,80,2100000.0,6000.0,20,185,2023.0,4,65,67,57,72,65,60,60,42,70,69,62,56,60,55,62,62,68,62,59,185
11023,Karrikaburu,ST,65,84,1800000.0,900.0,18,180,2026.0,3,65,65,52,70,68,56,48,38,67,67,64,62,60,65,63,60,57,70,73,180
6625,G. Núñez,"LM, CAM, ST",68,68,750000.0,5000.0,33,180,2022.0,3,65,71,70,67,37,68,59,80,70,64,66,68,65,65,81,51,74,65,72,180
17423,D. Toševski,ST,57,69,400000.0,900.0,19,187,2025.0,3,65,56,50,58,54,56,53,32,55,65,65,61,56,60,55,53,50,61,65,187
8530,F. Romero,ST,67,78,2300000.0,500.0,21,175,2025.0,3,65,70,67,75,65,69,65,29,60,64,66,60,65,64,66,76,72,62,62,175
7884,H. Friðjónsson,ST,67,67,1000000.0,9000.0,28,195,2024.0,3,65,67,74,69,72,53,61,39,64,61,68,54,63,54,70,62,85,68,64,195
10978,Alex Millán,ST,65,75,1600000.0,6000.0,21,182,2022.0,3,65,69,54,73,66,62,59,50,55,64,66,65,59,62,68,68,61,69,61,182
11235,D. Dwyer,ST,64,64,575000.0,2000.0,30,175,2022.0,4,65,66,66,65,66,54,64,62,60,60,69,71,62,71,72,88,69,65,69,175
6693,S. Al Shehri,ST,68,69,1400000.0,16000.0,27,183,2024.0,3,65,67,74,73,70,58,66,37,65,66,65,67,70,48,66,84,83,69,69,183
9456,J. Núñez,ST,66,66,700000.0,500.0,32,174,2021.0,3,65,68,55,71,71,45,68,41,65,63,67,60,65,58,67,65,69,65,72,174
12177,F. Balaj,ST,64,69,900000.0,2000.0,23,192,2024.0,3,65,61,73,66,67,56,56,37,62,65,65,52,63,56,58,68,81,64,63,192
3367,A. Jahović,ST,72,72,1100000.0,12000.0,34,191,2022.0,3,65,73,76,75,76,64,67,40,67,64,65,60,65,47,77,63,87,75,78,191
15556,J. De Santis,ST,60,69,525000.0,2000.0,19,190,2025.0,3,65,60,64,63,62,47,61,39,57,62,68,60,53,49,64,62,75,59,54,190
5148,A. Albers,ST,70,70,1300000.0,8000.0,31,193,2022.0,2,65,68,74,74,78,60,54,26,70,60,69,52,60,46,68,73,88,75,56,193
13392,N. Maynard,ST,62,62,190000.0,2000.0,34,180,2022.0,3,65,63,65,64,60,58,61,58,62,67,64,72,59,66,64,71,65,64,63,180
16296,Y. Gomes,ST,59,74,525000.0,700.0,18,174,2022.0,3,65,61,45,63,46,57,50,31,61,64,66,57,57,81,63,52,44,62,65,174
4696,D. Falcinelli,ST,70,70,1600000.0,18000.0,30,186,2022.0,3,65,69,64,71,70,64,65,33,72,67,64,70,68,63,70,69,72,72,65,186
16293,Y. Alounga,"ST, LM, RM",59,74,550000.0,2000.0,19,184,2024.0,3,65,57,63,58,61,59,51,38,59,65,65,51,62,66,56,70,71,56,63,184
17031,Song Wenjie,"ST, RW",57,57,160000.0,3000.0,30,185,2021.0,3,65,56,64,55,45,53,45,34,58,64,65,66,52,56,67,34,71,58,47,185
5663,G. Courtet,ST,69,69,1100000.0,4000.0,32,180,2023.0,3,65,72,70,72,67,67,61,65,65,65,65,74,63,75,74,82,73,74,66,180
5745,Bruno Mendes,ST,69,70,1700000.0,3000.0,26,184,2022.0,3,65,70,67,72,68,64,64,48,73,58,70,75,67,54,71,68,78,71,74,184
5995,K. Davis,ST,69,75,2200000.0,25000.0,23,191,2024.0,2,65,65,80,67,71,63,63,37,72,62,67,64,65,62,69,68,92,69,55,191
12362,A. Achahbar,"ST, LW",63,63,525000.0,3000.0,27,173,2022.0,4,65,60,66,58,47,62,62,63,73,67,64,72,58,73,68,65,71,69,44,173
6006,Daniel dos Anjos,ST,69,74,2100000.0,4000.0,25,183,2024.0,3,65,70,62,74,68,58,64,42,69,63,67,57,72,60,69,63,63,70,71,183
14090,Miguel Berry,ST,62,68,625000.0,2000.0,23,190,2021.0,4,65,61,68,65,62,56,53,36,62,63,67,58,49,48,64,67,73,62,54,190
5609,K. Zohore,ST,69,69,1500000.0,21000.0,27,194,2023.0,3,65,69,75,68,68,57,68,58,68,54,74,51,67,33,78,34,89,70,71,194
12735,R. Dadashov,ST,63,74,1100000.0,13000.0,22,186,2022.0,3,65,63,62,62,70,58,61,38,58,64,66,67,61,67,70,76,70,63,58,186
13976,P. Krawczyk,ST,62,64,500000.0,2000.0,26,187,2023.0,3,65,59,60,61,59,57,49,28,61,67,64,60,63,61,61,62,69,66,62,187
2860,Rodrigo Pinho,ST,73,73,3000000.0,12000.0,30,185,2026.0,3,65,77,61,79,68,65,67,56,76,67,64,65,76,59,76,70,70,75,77,185
14362,S. Baghdadi,"ST, LM, RM",62,66,575000.0,2000.0,23,189,2023.0,3,65,60,57,62,64,62,50,41,60,63,67,57,62,63,61,59,68,61,60,189
5516,M. Waghorn,"ST, RM",69,69,1200000.0,12000.0,31,178,2023.0,4,65,71,76,68,71,68,63,74,61,64,66,62,67,69,79,66,81,71,71,178
6088,R. Glatzel,ST,69,70,1600000.0,8000.0,27,193,2024.0,4,65,69,71,70,67,52,72,31,71,64,65,53,70,41,76,48,85,70,66,193
15740,M. Pagliuca,ST,60,77,650000.0,3000.0,19,188,2022.0,4,65,59,59,61,60,55,47,43,61,64,66,63,56,48,59,65,65,61,61,188
2784,J. Correa,ST,73,73,3100000.0,20000.0,28,184,2022.0,4,65,73,78,77,74,63,57,28,75,62,67,71,64,47,76,82,84,76,58,184
2045,I. Belfodil,ST,74,74,4200000.0,40000.0,29,192,2025.0,2,65,74,74,75,75,72,70,68,76,64,65,66,71,53,80,72,77,74,67,192
16590,J. Grodowski,ST,58,66,450000.0,500.0,23,185,2023.0,3,65,59,57,61,53,53,55,27,55,63,67,63,53,59,62,69,66,58,64,185
4781,Héber,ST,70,70,1600000.0,6000.0,29,180,2025.0,3,65,70,69,77,72,64,77,47,69,63,67,66,70,70,65,75,77,75,70,180
2605,S. van de Streek,"CAM, CM, ST",73,73,3100000.0,14000.0,28,180,2023.0,3,65,74,69,74,78,74,67,56,75,62,68,68,74,70,78,88,67,76,64,180
17157,A. Szczutowski,ST,57,69,400000.0,950.0,20,195,2022.0,2,65,57,53,60,57,44,49,29,54,67,63,58,51,62,58,52,58,58,49,195
17146,P. Besong,ST,57,67,375000.0,2000.0,20,184,2022.0,3,65,55,65,58,59,50,44,25,54,61,69,69,48,76,59,75,76,55,51,184
14926,D. Massaro,"ST, CF",61,68,675000.0,1000.0,23,180,2022.0,2,65,61,54,66,62,46,42,44,57,67,64,70,66,59,61,65,57,67,64,180
15168,A. Castillo,ST,61,71,725000.0,500.0,20,170,2022.0,3,65,63,56,65,67,60,58,46,52,65,65,61,51,76,64,58,61,58,62,170
2575,N. Jørgensen,ST,73,73,3000000.0,14000.0,30,190,2024.0,3,65,73,74,73,74,74,69,62,73,67,64,64,73,51,76,73,80,75,68,190
15090,Y. Guermouche,ST,61,75,800000.0,4000.0,20,192,2022.0,3,65,62,61,67,66,56,45,42,57,63,66,59,55,45,60,65,73,58,64,192
3745,Klauss,ST,72,77,3600000.0,22000.0,24,190,2022.0,3,65,72,84,72,77,67,67,57,70,62,67,58,71,43,78,64,89,74,75,190
16414,D. Paraschiv,"ST, LW",59,65,375000.0,3000.0,22,180,2022.0,2,65,59,62,58,66,51,51,44,56,67,64,65,52,63,65,73,65,60,56,180
3730,C. Garcés,ST,72,72,2000000.0,1000.0,31,185,2023.0,3,65,73,80,77,76,60,70,38,65,63,67,64,67,69,72,81,93,80,70,185
3701,D. Srbeny,ST,72,72,2500000.0,14000.0,27,190,2022.0,3,65,69,72,73,68,66,60,35,73,67,64,65,76,44,74,77,77,77,65,190
4798,D. Rubio,"ST, CAM",70,70,1600000.0,6000.0,28,180,2022.0,3,65,72,69,72,68,64,70,65,70,67,63,75,68,74,74,72,67,72,74,180
12978,L. Vázquez,ST,63,78,1200000.0,3000.0,20,190,2025.0,3,65,63,64,65,68,53,40,42,61,63,66,65,60,64,66,68,68,68,67,190
16747,A. Lind,ST,58,74,525000.0,1000.0,19,186,2025.0,3,65,54,66,55,58,55,45,38,61,62,67,65,45,68,63,66,73,56,50,186
14846,D. Angarita,ST,61,63,425000.0,500.0,25,180,2021.0,2,65,61,59,62,61,60,62,53,62,66,65,31,58,34,62,58,61,62,54,180
11975,F. Saldías,"ST, CAM",64,66,775000.0,500.0,24,170,2021.0,2,65,67,65,67,59,58,54,65,62,65,65,64,58,66,75,61,68,63,58,170
14753,O. Antman,"CAM, ST, CM",61,74,775000.0,1000.0,19,175,2024.0,3,65,57,48,57,49,64,58,48,64,67,63,70,58,75,62,66,41,59,45,175
13899,S. Machino,ST,62,70,900000.0,850.0,21,185,2022.0,3,65,62,67,63,60,61,61,45,60,61,69,60,61,52,63,66,73,63,59,185
3029,L. Tawamba,ST,73,73,2600000.0,22000.0,31,189,2022.0,3,65,73,81,77,75,66,70,35,73,59,69,63,68,38,73,80,91,74,71,189
14866,J. Davison,ST,61,72,750000.0,1000.0,21,188,2022.0,4,65,61,60,63,59,52,57,46,60,65,65,60,60,61,62,69,73,58,59,188
5815,R. Blackburn,ST,69,69,1200000.0,600.0,31,180,2022.0,3,65,70,60,74,75,55,70,48,65,64,65,55,64,66,68,72,70,70,70,180
2477,D. McGoldrick,ST,73,73,1900000.0,25000.0,33,183,2022.0,3,65,72,68,72,72,76,71,65,77,64,66,69,75,76,72,73,72,73,78,183
13778,A. Sobczyk,ST,62,65,550000.0,2000.0,24,187,2023.0,3,66,61,61,61,59,51,59,32,61,68,65,71,62,60,64,68,66,65,58,187
9949,W. Keane,"CAM, ST",65,65,725000.0,2000.0,28,187,2023.0,3,66,65,68,64,64,65,62,47,65,64,67,70,65,62,70,69,74,65,67,187
15987,C. Baker-Richardson,ST,59,64,325000.0,2000.0,25,188,2022.0,3,66,57,57,61,58,51,47,23,58,62,69,51,58,60,63,54,64,64,61,188
10133,J. Sanguinetti,"CAM, ST, RM",65,65,700000.0,500.0,30,173,2021.0,3,66,69,63,70,51,63,56,70,63,65,67,62,59,70,70,62,64,65,75,173
13576,Luo Jing,"LM, RM, ST",62,62,425000.0,2000.0,27,181,2021.0,3,66,60,61,55,67,59,59,61,57,65,67,60,63,70,68,64,57,60,70,181
13729,B. Vazquez,ST,62,68,650000.0,2000.0,22,188,2022.0,3,66,60,66,60,64,57,50,41,59,63,68,64,59,56,63,71,82,65,64,188
18501,M. Al Abdulmunem,ST,53,62,210000.0,4000.0,23,181,2022.0,3,66,53,56,56,49,38,48,32,49,68,65,69,49,70,51,69,60,55,49,181
13544,F. Sachpekidis,"CF, ST",62,69,800000.0,850.0,23,180,2021.0,2,66,60,65,60,49,64,54,48,66,68,65,77,64,80,65,72,63,53,40,180
18090,C. Lang,"CAM, ST",55,69,300000.0,2000.0,19,180,2025.0,3,66,44,52,43,35,57,44,46,61,65,67,71,53,66,52,56,54,38,49,180
5454,G. Del Prete,"ST, CF",70,75,2400000.0,8000.0,25,175,2024.0,2,66,71,56,76,75,69,68,31,73,64,67,66,66,74,70,68,52,68,64,175
10590,T. Buitink,ST,65,74,1600000.0,4000.0,21,174,2023.0,3,66,66,65,71,60,57,61,50,67,65,67,65,59,76,67,67,67,66,50,174
10512,E. Botheim,ST,65,75,1600000.0,1000.0,21,180,2022.0,3,66,65,65,68,62,58,51,30,64,65,67,71,63,72,66,68,66,68,60,180
10522,A. Zreľák,ST,65,66,825000.0,1000.0,27,183,2023.0,4,66,65,75,65,66,48,67,41,64,70,63,65,63,67,69,76,77,70,68,183
13008,T. Chunchukov,ST,63,65,600000.0,3000.0,26,187,2023.0,3,66,61,67,64,67,54,54,46,64,68,64,61,57,58,57,62,73,63,64,187
18055,S. Ogbaidze,ST,55,65,275000.0,500.0,18,186,2022.0,2,66,51,62,57,52,53,46,30,56,62,70,61,55,58,46,59,65,52,32,186
7380,I. Pitta,ST,68,78,2700000.0,4000.0,21,183,2025.0,3,66,70,66,73,70,55,70,30,67,62,70,60,60,54,75,55,83,62,45,183
7651,L. Boyce,ST,67,67,1000000.0,3000.0,30,184,2023.0,4,66,68,75,69,67,61,55,60,67,67,65,78,62,68,70,74,81,68,71,184
13406,M. Simon,"ST, CF",62,62,170000.0,550.0,35,188,2022.0,3,66,62,87,64,61,48,36,29,61,62,70,63,60,32,66,88,88,63,66,188
16219,A. Johansson,"LM, ST",59,62,300000.0,700.0,25,189,2021.0,2,66,54,60,61,55,56,37,37,60,68,65,57,49,49,53,51,71,57,45,189
10168,Carrillo,ST,65,66,825000.0,3000.0,27,181,2022.0,3,66,68,57,66,68,65,59,39,61,68,64,60,62,59,73,81,51,65,75,181
2702,T. Kleindienst,ST,73,76,4100000.0,21000.0,25,194,2025.0,5,66,75,79,77,75,60,69,39,66,58,72,51,68,45,79,70,86,77,59,194
7626,M. Wunderlich,"CAM, ST",67,67,425000.0,2000.0,35,184,2022.0,3,66,68,63,66,54,67,60,78,67,67,65,72,66,75,74,57,66,68,77,184
18164,M. Najjar,"ST, LM",54,65,240000.0,700.0,21,182,2023.0,3,66,52,55,54,53,48,30,33,52,68,65,63,48,63,51,75,59,58,56,182
4091,Cassiano,ST,71,71,1500000.0,5000.0,32,184,2023.0,2,66,71,71,74,79,63,70,39,68,65,66,63,67,67,73,65,85,70,71,184
14735,S. Liseth,"ST, CAM",61,67,525000.0,850.0,23,182,2024.0,3,66,57,65,59,60,58,47,34,62,63,68,57,60,65,58,70,74,60,56,182
14830,Nacho Ramón,ST,61,70,750000.0,3000.0,22,186,2022.0,3,66,63,62,67,73,48,59,33,58,64,68,52,54,55,58,61,68,59,61,186
14799,E. Hottmann,"ST, RM",61,69,750000.0,1000.0,21,187,2022.0,3,66,56,70,57,65,59,46,28,63,54,75,63,55,59,60,81,78,58,52,187
3525,J. Siebatcheu,ST,72,76,3300000.0,13000.0,25,190,2024.0,3,66,71,74,76,74,69,67,43,72,67,65,64,70,63,72,78,84,74,67,190
15338,O. Bugiel,ST,60,61,300000.0,2000.0,27,185,2023.0,4,66,58,77,58,60,55,50,41,58,65,67,54,56,58,65,77,85,60,57,185
8511,L. Gómez,ST,67,67,500000.0,500.0,34,181,2021.0,3,66,66,65,66,72,61,67,45,64,66,66,68,71,66,69,69,70,68,59,181
14535,T. Lauritsen,ST,61,68,675000.0,1000.0,23,192,2022.0,3,66,59,68,60,62,52,51,38,58,64,67,58,57,55,62,66,75,63,62,192
4215,A. Pešić,ST,71,71,1900000.0,11000.0,29,190,2023.0,4,66,70,77,72,71,70,69,55,71,65,67,62,66,40,73,74,82,73,67,190
15515,B. Duncan,ST,60,70,550000.0,2000.0,20,176,2023.0,3,66,60,57,63,56,57,52,42,63,68,64,64,57,70,60,66,53,63,60,176
14458,M. Majrashi,"ST, LW",61,61,325000.0,7000.0,30,182,2024.0,3,66,58,73,59,64,56,63,23,61,68,65,64,53,46,64,85,79,56,49,182
15390,A. Awad,ST,60,60,250000.0,1000.0,29,182,2022.0,3,66,60,54,62,53,59,54,50,67,64,67,71,55,71,60,66,57,59,47,182
8500,Raúl García,ST,67,81,2500000.0,6000.0,20,191,2024.0,3,66,67,56,72,69,62,55,39,67,64,68,52,51,50,71,55,66,69,50,191
14597,Zhu Jianrong,ST,61,61,325000.0,3000.0,29,185,2021.0,4,66,58,72,58,73,53,58,33,51,66,66,64,60,73,65,72,81,59,53,185
9342,T. Arano,"CM, CF, ST",66,66,850000.0,2000.0,28,180,2022.0,3,66,64,70,66,52,68,57,61,71,62,69,69,63,64,62,62,70,61,58,180
3585,Calegarcinho,"ST, CAM",72,72,800000.0,17000.0,37,175,2024.0,3,66,70,70,76,79,81,68,42,69,64,67,57,72,55,70,64,68,77,64,175
15248,J. Düker,"ST, RM",60,63,325000.0,500.0,25,188,2023.0,3,66,57,69,58,61,55,56,36,62,66,66,61,61,66,60,77,77,55,53,188
8762,G. Zigoni,ST,66,66,850000.0,7000.0,30,188,2022.0,4,66,63,71,66,69,58,61,42,66,61,70,65,59,48,67,81,83,68,62,188
14992,J. Orozco,ST,61,72,725000.0,500.0,20,180,2025.0,2,66,60,59,62,63,58,59,30,61,67,65,60,59,66,61,59,66,60,41,180
74,E. Cavani,ST,85,85,26000000.0,190000.0,34,185,2022.0,4,66,86,79,89,88,75,86,74,81,64,68,68,90,57,87,88,77,93,85,185
3827,Yuri,ST,71,71,650000.0,5000.0,38,186,2023.0,4,66,73,71,75,70,63,75,62,69,64,67,67,70,56,70,71,82,74,73,186
3726,L. Heredia,"RM, ST, LM",72,75,3100000.0,9000.0,25,185,2024.0,4,66,70,67,72,58,69,72,45,75,65,66,66,67,55,74,61,72,73,56,185
19219,E. Kwelele,ST,48,62,110000.0,500.0,19,177,2021.0,3,66,51,45,53,32,38,44,36,46,68,64,55,39,73,66,40,52,41,54,177
8801,Í. Ávila,"ST, RW",66,66,850000.0,500.0,30,170,2022.0,3,66,68,57,73,68,57,60,56,63,67,65,76,71,89,64,58,60,64,70,170
8675,Gao Lin,"LW, ST",66,66,350000.0,3000.0,35,185,2021.0,4,66,66,75,61,71,68,63,60,65,67,65,59,65,74,74,77,82,69,72,185
145,E. Džeko,ST,83,83,15500000.0,105000.0,35,193,2023.0,5,66,83,76,85,83,77,77,54,86,64,67,62,80,55,86,64,86,90,67,193
8637,A. Rayan,ST,67,72,1600000.0,5000.0,23,185,2024.0,4,66,67,69,68,70,54,56,42,67,64,67,64,62,58,70,76,77,68,66,185
14904,M. Tillman,ST,61,81,925000.0,7000.0,19,186,2023.0,3,66,64,56,67,59,57,48,32,62,67,65,64,54,61,68,65,59,57,58,186
3861,J. Altidore,ST,71,71,1600000.0,6000.0,31,183,2022.0,4,66,73,80,73,73,66,70,73,66,64,67,61,68,53,78,69,91,72,71,183
14948,O. Sijarić,"CAM, RM, ST",61,71,700000.0,1000.0,19,179,2024.0,3,66,49,55,46,39,63,36,38,63,67,65,67,56,74,60,64,55,57,43,179
8382,C. Ortiz,ST,67,67,500000.0,500.0,34,181,2021.0,4,66,73,61,75,72,55,61,50,50,68,65,61,70,60,73,62,75,61,70,181
4656,P. Zeballos,"CAM, ST",70,70,650000.0,500.0,35,180,2022.0,3,66,71,62,72,71,70,67,78,71,65,67,63,71,64,69,54,57,70,80,180
4665,J. Jantscher,"ST, LM, CAM",70,70,1300000.0,13000.0,32,181,2023.0,4,66,71,61,71,65,70,73,70,69,67,65,70,68,70,74,51,64,74,67,181
4676,Z. Ondrášek,ST,70,70,1300000.0,4000.0,32,187,2021.0,2,66,68,80,71,80,63,61,34,66,58,72,63,68,64,70,77,82,72,69,187
15844,K. Hovi,ST,60,61,300000.0,800.0,27,185,2022.0,2,66,60,66,64,65,58,45,53,55,69,63,68,52,59,60,78,71,56,52,185
13902,Y. Ohashi,ST,62,67,600000.0,950.0,24,180,2022.0,3,66,61,71,63,60,59,58,40,63,61,70,43,55,63,65,65,72,60,57,180
500,M. Gómez,ST,80,85,32000000.0,40000.0,24,186,2024.0,3,66,81,82,84,87,73,75,57,77,66,66,67,80,57,81,83,87,87,72,186
15776,M. Kosidis,ST,60,72,600000.0,500.0,19,191,2026.0,3,66,60,65,64,60,55,56,37,62,65,67,59,45,52,63,60,76,57,62,191
15789,O. Blanco,ST,60,60,210000.0,500.0,31,184,2021.0,3,66,58,63,61,62,56,41,27,61,67,65,68,54,70,57,68,72,59,59,184
13968,S. Kavrazlı,"ST, CAM",62,76,950000.0,3000.0,19,178,2023.0,3,66,63,53,63,62,50,59,38,60,67,66,58,63,64,65,64,62,64,60,178
15795,P. Gallardo,ST,60,68,550000.0,500.0,20,180,2021.0,3,66,64,54,67,53,53,63,33,60,67,65,58,50,66,65,55,60,53,66,180
4705,J. Collins,ST,70,70,1600000.0,20000.0,30,188,2023.0,3,66,69,82,72,72,63,67,45,68,66,66,67,70,53,71,84,85,74,72,188
9919,P. Slišković,ST,65,65,700000.0,2000.0,30,193,2022.0,3,66,65,77,69,71,50,56,40,60,62,69,58,61,42,65,56,90,68,63,193
18556,J. O'Connor,ST,53,74,300000.0,500.0,17,180,2022.0,3,66,53,56,55,51,48,35,32,51,68,64,64,49,67,52,67,57,51,55,180
13830,K. Kristinsson,ST,62,71,900000.0,3000.0,22,190,2024.0,3,66,61,58,63,57,61,52,50,65,65,66,73,62,41,63,62,71,58,55,190
13853,M. Breunig,ST,62,72,875000.0,1000.0,20,193,2023.0,3,66,61,65,66,61,55,58,33,65,64,68,69,52,62,64,68,77,54,45,193
13851,César Gelabert,"CAM, LM, ST",62,78,1000000.0,1000.0,20,182,2023.0,4,66,58,56,66,32,60,35,40,64,69,64,61,58,64,46,57,62,60,45,182
15737,J. Stretton,ST,60,72,600000.0,2000.0,19,183,2022.0,3,66,62,51,66,58,46,50,34,58,65,67,57,62,67,61,71,50,63,64,183
9491,P. Schmidt,"ST, RM",66,66,925000.0,7000.0,27,185,2024.0,3,66,66,73,69,70,54,65,27,62,64,67,68,64,64,73,82,80,68,55,185
4410,G. Blanco Leschuk,ST,71,71,1900000.0,13000.0,29,190,2022.0,4,66,70,78,69,74,69,62,39,67,68,64,63,66,52,76,73,88,74,67,190
18812,F. Draper,ST,52,71,200000.0,500.0,16,179,2024.0,3,66,51,51,52,51,38,48,32,46,62,70,57,50,62,57,65,56,51,50,179
14325,Y. Jaeschke,ST,62,63,475000.0,550.0,27,184,2022.0,3,66,63,67,64,63,54,57,57,61,67,66,60,57,58,63,63,72,65,62,184
15644,M. Thompson,"ST, RM",60,72,600000.0,4000.0,19,177,2022.0,3,66,59,53,60,63,57,52,35,62,68,64,61,54,69,61,62,60,59,60,177
3228,K. Babacar,ST,72,72,2400000.0,25000.0,28,185,2021.0,3,66,72,69,72,74,64,74,60,73,64,68,69,68,59,79,75,83,75,77,185
438,S. Haller,ST,80,81,24500000.0,23000.0,27,190,2025.0,3,66,79,81,82,85,74,83,46,79,58,73,67,80,52,81,82,91,81,88,190
15674,P. Oro,ST,60,76,625000.0,1000.0,18,183,2023.0,3,66,62,48,62,47,58,58,41,62,65,66,63,56,69,65,60,50,59,65,183
14203,I. Matanović,ST,62,79,1000000.0,2000.0,18,194,2023.0,3,66,61,65,64,65,57,47,39,62,65,66,50,54,47,65,60,70,59,58,194
15714,M. Córdoba,ST,60,70,550000.0,2000.0,22,170,2022.0,3,66,58,63,59,60,59,59,39,60,67,66,59,58,69,57,68,61,62,55,170
17678,B. Kikanović,ST,56,65,325000.0,1000.0,21,185,2021.0,3,66,55,56,55,57,47,49,29,53,65,67,61,49,64,63,72,69,54,53,185
11554,T. Sandoval,ST,64,72,1300000.0,3000.0,22,185,2022.0,3,66,61,68,66,65,56,46,33,66,65,66,66,58,58,66,70,74,69,60,185
16923,C. Gavra,ST,58,58,210000.0,1000.0,28,186,2023.0,3,66,56,70,57,57,51,51,33,55,62,70,63,59,60,57,62,75,58,60,186
11331,Álvaro Peña,"CAM, ST, LM",64,64,575000.0,2000.0,29,178,2022.0,4,66,57,61,51,53,70,43,66,66,71,62,73,58,71,71,65,64,65,65,178
17043,P. Sánchez,"CAM, ST",57,66,375000.0,600.0,23,180,2022.0,3,66,50,38,53,46,55,41,38,60,67,65,65,50,52,42,52,38,60,49,180
16558,R. Harker,ST,58,69,450000.0,5000.0,21,181,2022.0,3,66,58,53,59,57,49,49,29,57,69,64,65,57,67,62,66,58,55,55,181
17616,Ł. Zjawiński,ST,56,67,300000.0,1000.0,19,193,2023.0,2,66,53,69,56,57,48,41,30,56,65,67,58,48,73,55,62,77,53,53,193
10843,R. Baturina,ST,65,77,1800000.0,500.0,21,187,2022.0,4,66,68,66,72,61,55,55,35,63,67,65,53,54,39,71,63,77,65,64,187
12817,R. Pollero,ST,63,68,725000.0,4000.0,24,185,2024.0,3,66,66,60,68,69,45,49,32,62,65,67,66,56,70,67,65,65,66,70,185
10840,L. Martell,"ST, LM",65,66,850000.0,500.0,26,181,2022.0,3,66,68,71,70,61,62,56,44,61,65,67,65,62,70,69,78,70,64,65,181
